instance_id,coverage_group,family,n,seed,operational_level,threshold,random_expectation_anchor,spectral_upper_bound,target_event_count_exact_validation,rho_tau_exact_validation,feasible_exact_validation,realized_quality_ratio_exact_validation,construction_uses_C_star,evidence_label
cycle_n10_s42,structured_family,cycle,10,42,0.25,26,20.5,41.0,274,0.267578125,True,0.6341463414634146,False,exact post-construction threshold validation on expanded coverage suite
cycle_n10_s42,structured_family,cycle,10,42,0.4,29,20.5,41.0,154,0.150390625,True,0.7073170731707317,False,exact post-construction threshold validation on expanded coverage suite
cycle_n10_s42,structured_family,cycle,10,42,0.55,32,20.5,41.0,82,0.080078125,True,0.7804878048780488,False,exact post-construction threshold validation on expanded coverage suite
cubic_circulant_n10_s17,structured_family,cubic_circulant,10,17,0.25,45,35.5,71.0,218,0.212890625,True,0.6338028169014085,False,exact post-construction threshold validation on expanded coverage suite
cubic_circulant_n10_s17,structured_family,cubic_circulant,10,17,0.4,50,35.5,71.0,82,0.080078125,True,0.704225352112676,False,exact post-construction threshold validation on expanded coverage suite
cubic_circulant_n10_s17,structured_family,cubic_circulant,10,17,0.55,56,35.5,71.0,34,0.033203125,True,0.7887323943661971,False,exact post-construction threshold validation on expanded coverage suite
cubic_circulant_n10_s42,structured_family,cubic_circulant,10,42,0.25,48,38.0,76.0,208,0.203125,True,0.631578947368421,False,exact post-construction threshold validation on expanded coverage suite
cubic_circulant_n10_s42,structured_family,cubic_circulant,10,42,0.4,54,38.0,76.0,82,0.080078125,True,0.7105263157894737,False,exact post-construction threshold validation on expanded coverage suite
cubic_circulant_n10_s42,structured_family,cubic_circulant,10,42,0.55,59,38.0,76.0,34,0.033203125,True,0.7763157894736842,False,exact post-construction threshold validation on expanded coverage suite
two_community_n10_s17,structured_family,two_community,10,17,0.25,60,48.0,96.0,176,0.171875,True,0.8450704225352113,False,exact post-construction threshold validation on expanded coverage suite
two_community_n10_s17,structured_family,two_community,10,17,0.4,68,48.0,96.0,12,0.01171875,True,0.9577464788732394,False,exact post-construction threshold validation on expanded coverage suite
two_community_n10_s17,structured_family,two_community,10,17,0.55,75,48.0,96.0,0,0.0,False,1.056338028169014,False,exact post-construction threshold validation on expanded coverage suite
two_community_n10_s42,structured_family,two_community,10,42,0.25,71,56.5,113.0,120,0.1171875,True,0.8554216867469879,False,exact post-construction threshold validation on expanded coverage suite
two_community_n10_s42,structured_family,two_community,10,42,0.4,80,56.5,113.0,22,0.021484375,True,0.963855421686747,False,exact post-construction threshold validation on expanded coverage suite
two_community_n10_s42,structured_family,two_community,10,42,0.55,88,56.5,113.0,0,0.0,False,1.0602409638554218,False,exact post-construction threshold validation on expanded coverage suite
cycle_n12_s17,structured_family,cycle,12,17,0.25,33,26.0,52.0,938,0.22900390625,True,0.6346153846153846,False,exact post-construction threshold validation on expanded coverage suite
cycle_n12_s17,structured_family,cycle,12,17,0.4,37,26.0,52.0,474,0.11572265625,True,0.7115384615384616,False,exact post-construction threshold validation on expanded coverage suite
cycle_n12_s17,structured_family,cycle,12,17,0.55,41,26.0,52.0,174,0.04248046875,True,0.7884615384615384,False,exact post-construction threshold validation on expanded coverage suite
cycle_n12_s42,structured_family,cycle,12,42,0.25,35,27.5,55.0,950,0.23193359375,True,0.6363636363636364,False,exact post-construction threshold validation on expanded coverage suite
cycle_n12_s42,structured_family,cycle,12,42,0.4,39,27.5,55.0,506,0.12353515625,True,0.7090909090909091,False,exact post-construction threshold validation on expanded coverage suite
cycle_n12_s42,structured_family,cycle,12,42,0.55,43,27.5,55.0,214,0.05224609375,True,0.7818181818181819,False,exact post-construction threshold validation on expanded coverage suite
cubic_circulant_n12_s17,structured_family,cubic_circulant,12,17,0.25,54,42.5,85.0,654,0.15966796875,True,0.675,False,exact post-construction threshold validation on expanded coverage suite
cubic_circulant_n12_s17,structured_family,cubic_circulant,12,17,0.4,60,42.5,85.0,292,0.0712890625,True,0.75,False,exact post-construction threshold validation on expanded coverage suite
cubic_circulant_n12_s17,structured_family,cubic_circulant,12,17,0.55,66,42.5,85.0,82,0.02001953125,True,0.825,False,exact post-construction threshold validation on expanded coverage suite
cubic_circulant_n12_s42,structured_family,cubic_circulant,12,42,0.25,57,45.5,91.0,740,0.1806640625,True,0.6477272727272727,False,exact post-construction threshold validation on expanded coverage suite
cubic_circulant_n12_s42,structured_family,cubic_circulant,12,42,0.4,64,45.5,91.0,266,0.06494140625,True,0.7272727272727273,False,exact post-construction threshold validation on expanded coverage suite
cubic_circulant_n12_s42,structured_family,cubic_circulant,12,42,0.55,71,45.5,91.0,84,0.0205078125,True,0.8068181818181818,False,exact post-construction threshold validation on expanded coverage suite
two_community_n12_s17,structured_family,two_community,12,17,0.25,86,72.5,126.29768756995986,752,0.18359375,True,0.7889908256880734,False,exact post-construction threshold validation on expanded coverage suite
two_community_n12_s17,structured_family,two_community,12,17,0.4,95,72.5,126.29768756995986,114,0.02783203125,True,0.8715596330275229,False,exact post-construction threshold validation on expanded coverage suite
two_community_n12_s17,structured_family,two_community,12,17,0.55,103,72.5,126.29768756995986,16,0.00390625,True,0.944954128440367,False,exact post-construction threshold validation on expanded coverage suite
two_community_n12_s42,structured_family,two_community,12,42,0.25,96,83.5,131.82369971342285,976,0.23828125,True,0.8205128205128205,False,exact post-construction threshold validation on expanded coverage suite
two_community_n12_s42,structured_family,two_community,12,42,0.4,103,83.5,131.82369971342285,348,0.0849609375,True,0.8803418803418803,False,exact post-construction threshold validation on expanded coverage suite
two_community_n12_s42,structured_family,two_community,12,42,0.55,111,83.5,131.82369971342285,50,0.01220703125,True,0.9487179487179487,False,exact post-construction threshold validation on expanded coverage suite
