instance_id,n,target_ratio,threshold,method,configuration,p_target,expected_independent_repetitions,resource_metric_scope
n10_d50_s17,10,1.0,70,tabu_search,64 runs; <= 4096 objective evaluations/run,1.0,1.0,classical objective-evaluation budget only; not matched to quantum resources
n10_d50_s17,10,1.0,70,amplitude_amplification,k=9; eps=0; oracle_cost=1,0.8606760445971724,1.161877347786572,within-AA normalized_resource_per_hit=22.0756696079
n10_d50_s17,10,1.0,70,qaoa,p=1; median over 5 L-BFGS-B starts,0.004601772582403385,217.30756618088378,none/common probability metric only
n10_d50_s17,10,1.0,70,qaoa,p=2; median over 5 L-BFGS-B starts,0.00390625,256.0,none/common probability metric only
n10_d50_s17,10,1.0,70,qaoa,p=3; median over 5 L-BFGS-B starts,0.00930087426241586,107.5167744220482,none/common probability metric only
n10_d50_s42,10,0.9,83,uniform,uniform sample,0.00390625,256.0,none/common probability metric only
n10_d50_s42,10,0.9,83,hillclimb,256 starts,0.5859375,1.7066666666666668,none/common probability metric only
n10_d50_s42,10,0.9,83,simulated_annealing,64 runs; <= 4096 objective evaluations/run,1.0,1.0,classical objective-evaluation budget only; not matched to quantum resources
n10_d50_s42,10,0.9,83,tabu_search,64 runs; <= 4096 objective evaluations/run,1.0,1.0,classical objective-evaluation budget only; not matched to quantum resources
n10_d50_s42,10,0.9,83,amplitude_amplification,k=9; eps=0; oracle_cost=1,0.8606760445971724,1.161877347786572,within-AA normalized_resource_per_hit=22.0756696079
n10_d50_s42,10,0.9,83,qaoa,p=1; median over 5 L-BFGS-B starts,0.002635875877164255,379.38053482086815,none/common probability metric only
n10_d50_s42,10,0.9,83,qaoa,p=2; median over 5 L-BFGS-B starts,0.0039062499999999996,256.00000000000006,none/common probability metric only
n10_d50_s42,10,0.9,83,qaoa,p=3; median over 5 L-BFGS-B starts,0.004146315445076201,241.17798398274593,none/common probability metric only
n10_d50_s42,10,0.95,88,uniform,uniform sample,0.00390625,256.0,none/common probability metric only
n10_d50_s42,10,0.95,88,hillclimb,256 starts,0.5859375,1.7066666666666668,none/common probability metric only
n10_d50_s42,10,0.95,88,simulated_annealing,64 runs; <= 4096 objective evaluations/run,1.0,1.0,classical objective-evaluation budget only; not matched to quantum resources
n10_d50_s42,10,0.95,88,tabu_search,64 runs; <= 4096 objective evaluations/run,1.0,1.0,classical objective-evaluation budget only; not matched to quantum resources
n10_d50_s42,10,0.95,88,amplitude_amplification,k=9; eps=0; oracle_cost=1,0.8606760445971724,1.161877347786572,within-AA normalized_resource_per_hit=22.0756696079
n10_d50_s42,10,0.95,88,qaoa,p=1; median over 5 L-BFGS-B starts,0.002635875877164255,379.38053482086815,none/common probability metric only
n10_d50_s42,10,0.95,88,qaoa,p=2; median over 5 L-BFGS-B starts,0.0039062499999999996,256.00000000000006,none/common probability metric only
n10_d50_s42,10,0.95,88,qaoa,p=3; median over 5 L-BFGS-B starts,0.004146315445076201,241.17798398274593,none/common probability metric only
n10_d50_s42,10,1.0,92,uniform,uniform sample,0.001953125,512.0,none/common probability metric only
n10_d50_s42,10,1.0,92,hillclimb,256 starts,0.5859375,1.7066666666666668,none/common probability metric only
n10_d50_s42,10,1.0,92,simulated_annealing,64 runs; <= 4096 objective evaluations/run,1.0,1.0,classical objective-evaluation budget only; not matched to quantum resources
n10_d50_s42,10,1.0,92,tabu_search,64 runs; <= 4096 objective evaluations/run,1.0,1.0,classical objective-evaluation budget only; not matched to quantum resources
n10_d50_s42,10,1.0,92,amplitude_amplification,k=13; eps=0; oracle_cost=1,0.8643653530373577,1.156918190306941,within-AA normalized_resource_per_hit=31.2367911383
n10_d50_s42,10,1.0,92,qaoa,p=1; median over 5 L-BFGS-B starts,0.0017498096804159807,571.4907233581374,none/common probability metric only
n10_d50_s42,10,1.0,92,qaoa,p=2; median over 5 L-BFGS-B starts,0.001953125,512.0,none/common probability metric only
n10_d50_s42,10,1.0,92,qaoa,p=3; median over 5 L-BFGS-B starts,0.0019531249999999774,512.0000000000059,none/common probability metric only
n10_d75_s17,10,0.9,104,uniform,uniform sample,0.04296875,23.272727272727273,none/common probability metric only
n10_d75_s17,10,0.9,104,hillclimb,256 starts,0.97265625,1.0281124497991967,none/common probability metric only
n10_d75_s17,10,0.9,104,simulated_annealing,64 runs; <= 4096 objective evaluations/run,1.0,1.0,classical objective-evaluation budget only; not matched to quantum resources
n10_d75_s17,10,0.9,104,tabu_search,64 runs; <= 4096 objective evaluations/run,1.0,1.0,classical objective-evaluation budget only; not matched to quantum resources
n10_d75_s17,10,0.9,104,amplitude_amplification,k=2; eps=0; oracle_cost=1,0.747238791314885,1.3382602879065493,within-AA normalized_resource_per_hit=6.69130143953
n10_d75_s17,10,0.9,104,qaoa,p=1; median over 5 L-BFGS-B starts,0.046747493634678776,21.39152117576135,none/common probability metric only
n10_d75_s17,10,0.9,104,qaoa,p=2; median over 5 L-BFGS-B starts,0.055523412363257564,18.010420423326625,none/common probability metric only
n10_d75_s17,10,0.9,104,qaoa,p=3; median over 5 L-BFGS-B starts,0.04296875000000007,23.272727272727234,none/common probability metric only
n10_d75_s17,10,0.95,110,uniform,uniform sample,0.009765625,102.4,none/common probability metric only
n10_d75_s17,10,0.95,110,hillclimb,256 starts,0.37890625,2.6391752577319587,none/common probability metric only
n10_d75_s17,10,0.95,110,simulated_annealing,64 runs; <= 4096 objective evaluations/run,1.0,1.0,classical objective-evaluation budget only; not matched to quantum resources
n10_d75_s17,10,0.95,110,tabu_search,64 runs; <= 4096 objective evaluations/run,1.0,1.0,classical objective-evaluation budget only; not matched to quantum resources
n10_d75_s17,10,0.95,110,amplitude_amplification,k=5; eps=0; oracle_cost=1,0.785130573365116,1.2736734932050104,within-AA normalized_resource_per_hit=14.0104084253
n10_d75_s17,10,0.95,110,qaoa,p=1; median over 5 L-BFGS-B starts,0.010519303607001908,95.06332713264169,none/common probability metric only
n10_d75_s17,10,0.95,110,qaoa,p=2; median over 5 L-BFGS-B starts,0.009765625000000116,102.39999999999878,none/common probability metric only
n10_d75_s17,10,0.95,110,qaoa,p=3; median over 5 L-BFGS-B starts,0.009765625000000017,102.39999999999982,none/common probability metric only
n10_d75_s17,10,1.0,115,uniform,uniform sample,0.00390625,256.0,none/common probability metric only
n10_d75_s17,10,1.0,115,hillclimb,256 starts,0.35546875,2.8131868131868134,none/common probability metric only
n10_d75_s17,10,1.0,115,simulated_annealing,64 runs; <= 4096 objective evaluations/run,1.0,1.0,classical objective-evaluation budget only; not matched to quantum resources
n10_d75_s17,10,1.0,115,tabu_search,64 runs; <= 4096 objective evaluations/run,1.0,1.0,classical objective-evaluation budget only; not matched to quantum resources
n10_d75_s17,10,1.0,115,amplitude_amplification,k=9; eps=0; oracle_cost=1,0.8606760445971724,1.161877347786572,within-AA normalized_resource_per_hit=22.0756696079
n10_d75_s17,10,1.0,115,qaoa,p=1; median over 5 L-BFGS-B starts,0.004212653745716914,237.38006025696257,none/common probability metric only
n10_d75_s17,10,1.0,115,qaoa,p=2; median over 5 L-BFGS-B starts,0.00369616953184667,270.5503606866168,none/common probability metric only
n10_d75_s17,10,1.0,115,qaoa,p=3; median over 5 L-BFGS-B starts,0.003906250000000007,255.99999999999955,none/common probability metric only
n10_d75_s42,10,0.9,121,uniform,uniform sample,0.017578125,56.888888888888886,none/common probability metric only
n10_d75_s42,10,0.9,121,hillclimb,256 starts,0.875,1.1428571428571428,none/common probability metric only
n10_d75_s42,10,0.9,121,simulated_annealing,64 runs; <= 4096 objective evaluations/run,1.0,1.0,classical objective-evaluation budget only; not matched to quantum resources
n10_d75_s42,10,0.9,121,tabu_search,64 runs; <= 4096 objective evaluations/run,1.0,1.0,classical objective-evaluation budget only; not matched to quantum resources
n10_d75_s42,10,0.9,121,amplitude_amplification,k=4; eps=0; oracle_cost=1,0.8665050304364178,1.154061390152977,within-AA normalized_resource_per_hit=10.3865525114
n10_d75_s42,10,0.9,121,qaoa,p=1; median over 5 L-BFGS-B starts,0.01346284522172516,74.27850380291736,none/common probability metric only
n10_d75_s42,10,0.9,121,qaoa,p=2; median over 5 L-BFGS-B starts,0.017947589024824927,55.717790206629424,none/common probability metric only
n10_d75_s42,10,0.9,121,qaoa,p=3; median over 5 L-BFGS-B starts,0.030396812600923633,32.898186172638844,none/common probability metric only
n10_d75_s42,10,0.95,128,uniform,uniform sample,0.001953125,512.0,none/common probability metric only
n10_d75_s42,10,0.95,128,hillclimb,256 starts,0.5703125,1.7534246575342465,none/common probability metric only
n10_d75_s42,10,0.95,128,simulated_annealing,64 runs; <= 4096 objective evaluations/run,1.0,1.0,classical objective-evaluation budget only; not matched to quantum resources
n10_d75_s42,10,0.95,128,tabu_search,64 runs; <= 4096 objective evaluations/run,1.0,1.0,classical objective-evaluation budget only; not matched to quantum resources
n10_d75_s42,10,0.95,128,amplitude_amplification,k=13; eps=0; oracle_cost=1,0.8643653530373577,1.156918190306941,within-AA normalized_resource_per_hit=31.2367911383
n10_d75_s42,10,0.95,128,qaoa,p=1; median over 5 L-BFGS-B starts,0.0019531249999999844,512.0000000000041,none/common probability metric only
n10_d75_s42,10,0.95,128,qaoa,p=2; median over 5 L-BFGS-B starts,0.001953125,512.0,none/common probability metric only
n10_d75_s42,10,0.95,128,qaoa,p=3; median over 5 L-BFGS-B starts,0.002673148464122416,374.09070742664346,none/common probability metric only
n10_d75_s42,10,1.0,134,uniform,uniform sample,0.001953125,512.0,none/common probability metric only
n10_d75_s42,10,1.0,134,hillclimb,256 starts,0.5703125,1.7534246575342465,none/common probability metric only
n10_d75_s42,10,1.0,134,simulated_annealing,64 runs; <= 4096 objective evaluations/run,1.0,1.0,classical objective-evaluation budget only; not matched to quantum resources
n10_d75_s42,10,1.0,134,tabu_search,64 runs; <= 4096 objective evaluations/run,1.0,1.0,classical objective-evaluation budget only; not matched to quantum resources
n10_d75_s42,10,1.0,134,amplitude_amplification,k=13; eps=0; oracle_cost=1,0.8643653530373577,1.156918190306941,within-AA normalized_resource_per_hit=31.2367911383
n10_d75_s42,10,1.0,134,qaoa,p=1; median over 5 L-BFGS-B starts,0.0019531249999999844,512.0000000000041,none/common probability metric only
n10_d75_s42,10,1.0,134,qaoa,p=2; median over 5 L-BFGS-B starts,0.001953125,512.0,none/common probability metric only
n10_d75_s42,10,1.0,134,qaoa,p=3; median over 5 L-BFGS-B starts,0.002673148464122416,374.09070742664346,none/common probability metric only
n12_d25_s17,12,0.9,73,uniform,uniform sample,0.0078125,128.0,none/common probability metric only
n12_d25_s17,12,0.9,73,hillclimb,256 starts,0.66796875,1.4970760233918128,none/common probability metric only
n12_d25_s17,12,0.9,73,simulated_annealing,64 runs; <= 4096 objective evaluations/run,1.0,1.0,classical objective-evaluation budget only; not matched to quantum resources
n12_d25_s17,12,0.9,73,tabu_search,64 runs; <= 4096 objective evaluations/run,1.0,1.0,classical objective-evaluation budget only; not matched to quantum resources
n12_d25_s17,12,0.9,73,amplitude_amplification,k=6; eps=0; oracle_cost=1,0.8335479177263119,1.199691078021913,within-AA normalized_resource_per_hit=15.5959840143
n12_d25_s17,12,0.9,73,qaoa,p=1; median over 5 L-BFGS-B starts,0.010577155836114589,94.5433739933759,none/common probability metric only
n12_d25_s17,12,0.9,73,qaoa,p=2; median over 5 L-BFGS-B starts,0.023124318261268376,43.244518117315934,none/common probability metric only
n12_d25_s17,12,0.9,73,qaoa,p=3; median over 5 L-BFGS-B starts,0.0875405161639039,11.423281970689771,none/common probability metric only
n12_d25_s17,12,0.95,77,uniform,uniform sample,0.00390625,256.0,none/common probability metric only
n12_d25_s17,12,0.95,77,hillclimb,256 starts,0.66796875,1.4970760233918128,none/common probability metric only
n12_d25_s17,12,0.95,77,simulated_annealing,64 runs; <= 4096 objective evaluations/run,1.0,1.0,classical objective-evaluation budget only; not matched to quantum resources
n12_d25_s17,12,0.95,77,tabu_search,64 runs; <= 4096 objective evaluations/run,1.0,1.0,classical objective-evaluation budget only; not matched to quantum resources
n12_d25_s17,12,0.95,77,amplitude_amplification,k=9; eps=0; oracle_cost=1,0.8606760445971724,1.161877347786572,within-AA normalized_resource_per_hit=22.0756696079
n12_d25_s17,12,0.95,77,qaoa,p=1; median over 5 L-BFGS-B starts,0.00390625,256.0,none/common probability metric only
n12_d25_s17,12,0.95,77,qaoa,p=2; median over 5 L-BFGS-B starts,0.004074263049205243,245.44316062142028,none/common probability metric only
n12_d25_s17,12,0.95,77,qaoa,p=3; median over 5 L-BFGS-B starts,0.06667148677841808,14.998915553263249,none/common probability metric only
n12_d25_s17,12,1.0,81,uniform,uniform sample,0.0009765625,1024.0,none/common probability metric only
n12_d25_s17,12,1.0,81,hillclimb,256 starts,0.66796875,1.4970760233918128,none/common probability metric only
n12_d25_s17,12,1.0,81,simulated_annealing,64 runs; <= 4096 objective evaluations/run,1.0,1.0,classical objective-evaluation budget only; not matched to quantum resources
n12_d25_s17,12,1.0,81,tabu_search,64 runs; <= 4096 objective evaluations/run,1.0,1.0,classical objective-evaluation budget only; not matched to quantum resources
n12_d25_s17,12,1.0,81,amplitude_amplification,k=18; eps=0; oracle_cost=1,0.8379113151277889,1.1934437236326032,within-AA normalized_resource_per_hit=44.1574177744
n12_d25_s17,12,1.0,81,qaoa,p=1; median over 5 L-BFGS-B starts,0.0009765625,1024.0,none/common probability metric only
n12_d25_s17,12,1.0,81,qaoa,p=2; median over 5 L-BFGS-B starts,0.0024885335143212477,401.84309122023296,none/common probability metric only
n12_d25_s17,12,1.0,81,qaoa,p=3; median over 5 L-BFGS-B starts,0.0295881219658288,33.79734614974536,none/common probability metric only
n12_d25_s42,12,0.9,56,uniform,uniform sample,0.00732421875,136.53333333333333,none/common probability metric only
n12_d25_s42,12,0.9,56,hillclimb,256 starts,0.64453125,1.5515151515151515,none/common probability metric only
n12_d25_s42,12,0.9,56,simulated_annealing,64 runs; <= 4096 objective evaluations/run,1.0,1.0,classical objective-evaluation budget only; not matched to quantum resources
n12_d25_s42,12,0.9,56,tabu_search,64 runs; <= 4096 objective evaluations/run,1.0,1.0,classical objective-evaluation budget only; not matched to quantum resources
n12_d25_s42,12,0.9,56,amplitude_amplification,k=6; eps=0; oracle_cost=1,0.8053925556185695,1.2416305477668157,within-AA normalized_resource_per_hit=16.141197121
n12_d25_s42,12,0.9,56,qaoa,p=1; median over 5 L-BFGS-B starts,0.00732421875,136.53333333333333,none/common probability metric only
n12_d25_s42,12,0.9,56,qaoa,p=2; median over 5 L-BFGS-B starts,0.013540410103389893,73.85300684132501,none/common probability metric only
n12_d25_s42,12,0.9,56,qaoa,p=3; median over 5 L-BFGS-B starts,0.00732421875,136.53333333333333,none/common probability metric only
n12_d25_s42,12,0.95,59,uniform,uniform sample,0.00244140625,409.6,none/common probability metric only
n12_d25_s42,12,0.95,59,hillclimb,256 starts,0.4921875,2.0317460317460316,none/common probability metric only
n12_d25_s42,12,0.95,59,simulated_annealing,64 runs; <= 4096 objective evaluations/run,1.0,1.0,classical objective-evaluation budget only; not matched to quantum resources
n12_d25_s42,12,0.95,59,tabu_search,64 runs; <= 4096 objective evaluations/run,1.0,1.0,classical objective-evaluation budget only; not matched to quantum resources
n12_d25_s42,12,0.95,59,amplitude_amplification,k=11; eps=0; oracle_cost=1,0.823260987425016,1.2146816322825957,within-AA normalized_resource_per_hit=27.9376775425
n12_d25_s42,12,0.95,59,qaoa,p=1; median over 5 L-BFGS-B starts,0.00244140625,409.6,none/common probability metric only
n12_d25_s42,12,0.95,59,qaoa,p=2; median over 5 L-BFGS-B starts,0.004978734908830863,200.8542367311591,none/common probability metric only
n12_d25_s42,12,0.95,59,qaoa,p=3; median over 5 L-BFGS-B starts,0.00244140625,409.6,none/common probability metric only
n12_d25_s42,12,1.0,62,uniform,uniform sample,0.00048828125,2048.0,none/common probability metric only
n12_d25_s42,12,1.0,62,hillclimb,256 starts,0.32421875,3.0843373493975905,none/common probability metric only
n12_d25_s42,12,1.0,62,simulated_annealing,64 runs; <= 4096 objective evaluations/run,1.0,1.0,classical objective-evaluation budget only; not matched to quantum resources
n12_d25_s42,12,1.0,62,tabu_search,64 runs; <= 4096 objective evaluations/run,1.0,1.0,classical objective-evaluation budget only; not matched to quantum resources
n12_d25_s42,12,1.0,62,amplitude_amplification,k=26; eps=0; oracle_cost=1,0.8486721595721104,1.1783113051619216,within-AA normalized_resource_per_hit=62.4504991736
n12_d25_s42,12,1.0,62,qaoa,p=1; median over 5 L-BFGS-B starts,0.00048828125,2048.0,none/common probability metric only
n12_d25_s42,12,1.0,62,qaoa,p=2; median over 5 L-BFGS-B starts,0.0005100052329174378,1960.764195064416,none/common probability metric only
n12_d25_s42,12,1.0,62,qaoa,p=3; median over 5 L-BFGS-B starts,0.00048828125,2048.0,none/common probability metric only
n12_d50_s17,12,0.9,108,uniform,uniform sample,0.02490234375,40.15686274509804,none/common probability metric only
n12_d50_s17,12,0.9,108,hillclimb,256 starts,0.98046875,1.0199203187250996,none/common probability metric only
n12_d50_s17,12,0.9,108,simulated_annealing,64 runs; <= 4096 objective evaluations/run,1.0,1.0,classical objective-evaluation budget only; not matched to quantum resources
n12_d50_s17,12,0.9,108,tabu_search,64 runs; <= 4096 objective evaluations/run,1.0,1.0,classical objective-evaluation budget only; not matched to quantum resources
n12_d50_s17,12,0.9,108,amplitude_amplification,k=3; eps=0; oracle_cost=1,0.8016944509007435,1.2473580163570426,within-AA normalized_resource_per_hit=8.7315061145
n12_d50_s17,12,0.9,108,qaoa,p=1; median over 5 L-BFGS-B starts,0.033406406159714505,29.934378311125286,none/common probability metric only
n12_d50_s17,12,0.9,108,qaoa,p=2; median over 5 L-BFGS-B starts,0.04362939011190872,22.92032956305406,none/common probability metric only
n12_d50_s17,12,0.9,108,qaoa,p=3; median over 5 L-BFGS-B starts,0.06696975933464411,14.93211279143257,none/common probability metric only
n12_d50_s17,12,0.95,114,uniform,uniform sample,0.00537109375,186.1818181818182,none/common probability metric only
n12_d50_s17,12,0.95,114,hillclimb,256 starts,0.9140625,1.0940170940170941,none/common probability metric only
n12_d50_s17,12,0.95,114,simulated_annealing,64 runs; <= 4096 objective evaluations/run,1.0,1.0,classical objective-evaluation budget only; not matched to quantum resources
n12_d50_s17,12,0.95,114,tabu_search,64 runs; <= 4096 objective evaluations/run,1.0,1.0,classical objective-evaluation budget only; not matched to quantum resources
n12_d50_s17,12,0.95,114,amplitude_amplification,k=7; eps=0; oracle_cost=1,0.7944952109045791,1.2586608280010168,within-AA normalized_resource_per_hit=18.87991242
n12_d50_s17,12,0.95,114,qaoa,p=1; median over 5 L-BFGS-B starts,0.005324879508353075,187.7976766293607,none/common probability metric only
n12_d50_s17,12,0.95,114,qaoa,p=2; median over 5 L-BFGS-B starts,0.008868095647534829,112.76378150905285,none/common probability metric only
n12_d50_s17,12,0.95,114,qaoa,p=3; median over 5 L-BFGS-B starts,0.012150723650805592,82.29962500494364,none/common probability metric only
n12_d50_s17,12,1.0,119,uniform,uniform sample,0.00048828125,2048.0,none/common probability metric only
n12_d50_s17,12,1.0,119,hillclimb,256 starts,0.20703125,4.830188679245283,none/common probability metric only
n12_d50_s17,12,1.0,119,simulated_annealing,64 runs; <= 4096 objective evaluations/run,1.0,1.0,classical objective-evaluation budget only; not matched to quantum resources
n12_d50_s17,12,1.0,119,tabu_search,64 runs; <= 4096 objective evaluations/run,0.359375,2.782608695652174,classical objective-evaluation budget only; not matched to quantum resources
n12_d50_s17,12,1.0,119,amplitude_amplification,k=26; eps=0; oracle_cost=1,0.8486721595721104,1.1783113051619216,within-AA normalized_resource_per_hit=62.4504991736
n12_d50_s17,12,1.0,119,qaoa,p=1; median over 5 L-BFGS-B starts,0.000259915055287305,3847.4108354155155,none/common probability metric only
n12_d50_s17,12,1.0,119,qaoa,p=2; median over 5 L-BFGS-B starts,0.0010228961171351695,977.6163808312277,none/common probability metric only
n12_d50_s17,12,1.0,119,qaoa,p=3; median over 5 L-BFGS-B starts,0.0004969176878547534,2012.405725215994,none/common probability metric only
n12_d50_s42,12,0.9,116,uniform,uniform sample,0.005859375,170.66666666666666,none/common probability metric only
n12_d50_s42,12,0.9,116,hillclimb,256 starts,0.81640625,1.2248803827751196,none/common probability metric only
n12_d50_s42,12,0.9,116,simulated_annealing,64 runs; <= 4096 objective evaluations/run,1.0,1.0,classical objective-evaluation budget only; not matched to quantum resources
n12_d50_s42,12,0.9,116,tabu_search,64 runs; <= 4096 objective evaluations/run,1.0,1.0,classical objective-evaluation budget only; not matched to quantum resources
n12_d50_s42,12,0.9,116,amplitude_amplification,k=7; eps=0; oracle_cost=1,0.8326325428624705,1.201009987625687,within-AA normalized_resource_per_hit=18.0151498144
n12_d50_s42,12,0.9,116,qaoa,p=1; median over 5 L-BFGS-B starts,0.00973232984314744,102.75031941134863,none/common probability metric only
n12_d50_s42,12,0.9,116,qaoa,p=2; median over 5 L-BFGS-B starts,0.0096319576189279,103.82105482221864,none/common probability metric only
n12_d50_s42,12,0.9,116,qaoa,p=3; median over 5 L-BFGS-B starts,0.011894408797017593,84.07311511361037,none/common probability metric only
n12_d50_s42,12,0.95,122,uniform,uniform sample,0.001953125,512.0,none/common probability metric only
n12_d50_s42,12,0.95,122,hillclimb,256 starts,0.81640625,1.2248803827751196,none/common probability metric only
n12_d50_s42,12,0.95,122,simulated_annealing,64 runs; <= 4096 objective evaluations/run,1.0,1.0,classical objective-evaluation budget only; not matched to quantum resources
n12_d50_s42,12,0.95,122,tabu_search,64 runs; <= 4096 objective evaluations/run,1.0,1.0,classical objective-evaluation budget only; not matched to quantum resources
n12_d50_s42,12,0.95,122,amplitude_amplification,k=13; eps=0; oracle_cost=1,0.8643653530373577,1.156918190306941,within-AA normalized_resource_per_hit=31.2367911383
n12_d50_s42,12,0.95,122,qaoa,p=1; median over 5 L-BFGS-B starts,0.0033006933678281394,302.9666462649941,none/common probability metric only
n12_d50_s42,12,0.95,122,qaoa,p=2; median over 5 L-BFGS-B starts,0.0030635426810701376,326.41947709071457,none/common probability metric only
n12_d50_s42,12,0.95,122,qaoa,p=3; median over 5 L-BFGS-B starts,0.001953125,512.0,none/common probability metric only
n12_d50_s42,12,1.0,128,uniform,uniform sample,0.00048828125,2048.0,none/common probability metric only
n12_d50_s42,12,1.0,128,hillclimb,256 starts,0.4921875,2.0317460317460316,none/common probability metric only
n12_d50_s42,12,1.0,128,simulated_annealing,64 runs; <= 4096 objective evaluations/run,1.0,1.0,classical objective-evaluation budget only; not matched to quantum resources
n12_d50_s42,12,1.0,128,tabu_search,64 runs; <= 4096 objective evaluations/run,1.0,1.0,classical objective-evaluation budget only; not matched to quantum resources
n12_d50_s42,12,1.0,128,amplitude_amplification,k=26; eps=0; oracle_cost=1,0.8486721595721104,1.1783113051619216,within-AA normalized_resource_per_hit=62.4504991736
n12_d50_s42,12,1.0,128,qaoa,p=1; median over 5 L-BFGS-B starts,0.0005359595529449092,1865.812437721003,none/common probability metric only
n12_d50_s42,12,1.0,128,qaoa,p=2; median over 5 L-BFGS-B starts,0.000987855109865233,1012.2942018657209,none/common probability metric only
n12_d50_s42,12,1.0,128,qaoa,p=3; median over 5 L-BFGS-B starts,0.0008068406432507294,1239.4021153558142,none/common probability metric only
n12_d75_s17,12,0.9,148,uniform,uniform sample,0.046875,21.333333333333332,none/common probability metric only
n12_d75_s17,12,0.9,148,hillclimb,256 starts,0.99609375,1.003921568627451,none/common probability metric only
n12_d75_s17,12,0.9,148,simulated_annealing,64 runs; <= 4096 objective evaluations/run,1.0,1.0,classical objective-evaluation budget only; not matched to quantum resources
n12_d75_s17,12,0.9,148,tabu_search,64 runs; <= 4096 objective evaluations/run,1.0,1.0,classical objective-evaluation budget only; not matched to quantum resources
n12_d75_s17,12,0.9,148,amplitude_amplification,k=2; eps=0; oracle_cost=1,0.7870681285858153,1.2705380432527174,within-AA normalized_resource_per_hit=6.35269021626
n12_d75_s17,12,0.9,148,qaoa,p=1; median over 5 L-BFGS-B starts,0.04599680882740577,21.740638655005586,none/common probability metric only
n12_d75_s17,12,0.9,148,qaoa,p=2; median over 5 L-BFGS-B starts,0.04935491019627304,20.261408561442654,none/common probability metric only
n12_d75_s17,12,0.9,148,qaoa,p=3; median over 5 L-BFGS-B starts,0.04945064605152502,20.222182718463408,none/common probability metric only
n12_d75_s17,12,0.95,156,uniform,uniform sample,0.01123046875,89.04347826086956,none/common probability metric only
n12_d75_s17,12,0.95,156,hillclimb,256 starts,0.890625,1.1228070175438596,none/common probability metric only
n12_d75_s17,12,0.95,156,simulated_annealing,64 runs; <= 4096 objective evaluations/run,1.0,1.0,classical objective-evaluation budget only; not matched to quantum resources
n12_d75_s17,12,0.95,156,tabu_search,64 runs; <= 4096 objective evaluations/run,1.0,1.0,classical objective-evaluation budget only; not matched to quantum resources
n12_d75_s17,12,0.95,156,amplitude_amplification,k=5; eps=0; oracle_cost=1,0.8462741409422342,1.181650190665886,within-AA normalized_resource_per_hit=12.9981520973
n12_d75_s17,12,0.95,156,qaoa,p=1; median over 5 L-BFGS-B starts,0.011358801387774488,88.03745799062065,none/common probability metric only
n12_d75_s17,12,0.95,156,qaoa,p=2; median over 5 L-BFGS-B starts,0.012690538457156786,78.79886289900122,none/common probability metric only
n12_d75_s17,12,0.95,156,qaoa,p=3; median over 5 L-BFGS-B starts,0.01272522186397896,78.58409155369469,none/common probability metric only
n12_d75_s17,12,1.0,164,uniform,uniform sample,0.00048828125,2048.0,none/common probability metric only
n12_d75_s17,12,1.0,164,hillclimb,256 starts,0.171875,5.818181818181818,none/common probability metric only
n12_d75_s17,12,1.0,164,simulated_annealing,64 runs; <= 4096 objective evaluations/run,1.0,1.0,classical objective-evaluation budget only; not matched to quantum resources
n12_d75_s17,12,1.0,164,tabu_search,64 runs; <= 4096 objective evaluations/run,0.875,1.1428571428571428,classical objective-evaluation budget only; not matched to quantum resources
n12_d75_s17,12,1.0,164,amplitude_amplification,k=26; eps=0; oracle_cost=1,0.8486721595721104,1.1783113051619216,within-AA normalized_resource_per_hit=62.4504991736
n12_d75_s17,12,1.0,164,qaoa,p=1; median over 5 L-BFGS-B starts,0.0012571703340475658,795.4371598798516,none/common probability metric only
n12_d75_s17,12,1.0,164,qaoa,p=2; median over 5 L-BFGS-B starts,0.00011986847867368333,8342.476780090696,none/common probability metric only
n12_d75_s17,12,1.0,164,qaoa,p=3; median over 5 L-BFGS-B starts,0.0010124566990787896,987.696561156518,none/common probability metric only
n12_d75_s42,12,0.9,158,uniform,uniform sample,0.021484375,46.54545454545455,none/common probability metric only
n12_d75_s42,12,0.9,158,hillclimb,256 starts,0.94140625,1.062240663900415,none/common probability metric only
n12_d75_s42,12,0.9,158,simulated_annealing,64 runs; <= 4096 objective evaluations/run,1.0,1.0,classical objective-evaluation budget only; not matched to quantum resources
n12_d75_s42,12,0.9,158,tabu_search,64 runs; <= 4096 objective evaluations/run,1.0,1.0,classical objective-evaluation budget only; not matched to quantum resources
n12_d75_s42,12,0.9,158,amplitude_amplification,k=3; eps=0; oracle_cost=1,0.7347305712749815,1.361043134852406,within-AA normalized_resource_per_hit=9.52730194397
n12_d75_s42,12,0.9,158,qaoa,p=1; median over 5 L-BFGS-B starts,0.021484375,46.54545454545455,none/common probability metric only
n12_d75_s42,12,0.9,158,qaoa,p=2; median over 5 L-BFGS-B starts,0.023330000848804655,42.86326462140855,none/common probability metric only
n12_d75_s42,12,0.9,158,qaoa,p=3; median over 5 L-BFGS-B starts,0.026478017189335193,37.767178442756645,none/common probability metric only
n12_d75_s42,12,0.95,167,uniform,uniform sample,0.005859375,170.66666666666666,none/common probability metric only
n12_d75_s42,12,0.95,167,hillclimb,256 starts,0.94140625,1.062240663900415,none/common probability metric only
n12_d75_s42,12,0.95,167,simulated_annealing,64 runs; <= 4096 objective evaluations/run,1.0,1.0,classical objective-evaluation budget only; not matched to quantum resources
