scope,instance_id,n,family,operational_level,threshold,rho_tau_exact_validation,eps_per_logical_depth_model,fixed_overhead_ratio_to_oracle,fixed_overhead_gate_equivalent_model,break_even_fixed_overhead_ratio_to_oracle,k_star,p_target_eff,gate_equivalent_cost_at_k,resource_per_target_hit_model,eta_arch_fixed,oracle_gate_equivalent_model,iteration_gate_equivalent_model,evidence_label
primary,n8_d25_s17,8,random_fixed_density,0.25,25,0.28125,0.0,0.0,0.0,0.4266803913082466,0,0.28124999999999994,8.0,28.44444444444445,1.0,1593.0,1730.0,synthetic fixed-overhead sensitivity on architecture-informed logical model; not measured backend cost
primary,n8_d25_s17,8,random_fixed_density,0.4,28,0.1875,1e-05,2.0,3186.0,0.2631892918857694,1,0.9466877163710183,4924.0,5201.292796821529,0.3053327010108968,1593.0,1730.0,synthetic fixed-overhead sensitivity on architecture-informed logical model; not measured backend cost
primary,n8_d25_s17,8,random_fixed_density,0.4,28,0.1875,5e-05,0.0,0.0,0.26677633396116684,0,0.18749062523437107,8.0,42.66880005333423,1.0,1593.0,1730.0,synthetic fixed-overhead sensitivity on architecture-informed logical model; not measured backend cost
primary,n8_d25_s17,8,random_fixed_density,0.4,28,0.1875,5e-05,0.05,79.65,0.26677633396116684,0,0.18749062523437107,87.65,467.49004058434315,1.0,1593.0,1730.0,synthetic fixed-overhead sensitivity on architecture-informed logical model; not measured backend cost
primary,n8_d25_s17,8,random_fixed_density,0.4,28,0.1875,5e-05,0.1,159.3,0.26677633396116684,0,0.18749062523437107,167.3,892.3112811153521,1.0,1593.0,1730.0,synthetic fixed-overhead sensitivity on architecture-informed logical model; not measured backend cost
primary,n8_d25_s17,8,random_fixed_density,0.4,28,0.1875,5e-05,0.25,398.25,0.26677633396116684,0,0.18749062523437107,406.25,2166.775002708379,1.0,1593.0,1730.0,synthetic fixed-overhead sensitivity on architecture-informed logical model; not measured backend cost
primary,n8_d25_s17,8,random_fixed_density,0.4,28,0.1875,5e-05,0.5,796.5,0.26677633396116684,1,0.9366308906017423,2534.5,2705.975241081041,0.630633921465522,1593.0,1730.0,synthetic fixed-overhead sensitivity on architecture-informed logical model; not measured backend cost
primary,n8_d25_s17,8,random_fixed_density,0.4,28,0.1875,5e-05,1.0,1593.0,0.26677633396116684,1,0.9366308906017423,3331.0,3556.363593624363,0.4164802209427774,1593.0,1730.0,synthetic fixed-overhead sensitivity on architecture-informed logical model; not measured backend cost
primary,n8_d25_s17,8,random_fixed_density,0.4,28,0.1875,5e-05,2.0,3186.0,0.26677633396116684,1,0.9366308906017423,4924.0,5257.140298711007,0.30859878570761895,1593.0,1730.0,synthetic fixed-overhead sensitivity on architecture-informed logical model; not measured backend cost
primary,n8_d25_s17,8,random_fixed_density,0.4,28,0.1875,0.0001,0.0,0.0,0.2713414591821001,0,0.18748125093746873,8.0,42.67093354667378,1.0,1593.0,1730.0,synthetic fixed-overhead sensitivity on architecture-informed logical model; not measured backend cost
primary,n8_d25_s17,8,random_fixed_density,0.4,28,0.1875,0.0001,0.05,79.65,0.2713414591821001,0,0.18748125093746873,87.65,467.5134156707447,1.0,1593.0,1730.0,synthetic fixed-overhead sensitivity on architecture-informed logical model; not measured backend cost
primary,n8_d25_s17,8,random_fixed_density,0.4,28,0.1875,0.0001,0.1,159.3,0.2713414591821001,0,0.18748125093746873,167.3,892.3558977948155,1.0,1593.0,1730.0,synthetic fixed-overhead sensitivity on architecture-informed logical model; not measured backend cost
primary,n8_d25_s17,8,random_fixed_density,0.4,28,0.1875,0.0001,0.25,398.25,0.2713414591821001,0,0.18748125093746873,406.25,2166.883344167028,1.0,1593.0,1730.0,synthetic fixed-overhead sensitivity on architecture-informed logical model; not measured backend cost
primary,n8_d25_s17,8,random_fixed_density,0.4,28,0.1875,0.0001,0.5,796.5,0.2713414591821001,1,0.9242099623816038,2534.5,2742.342220017654,0.6390773771380297,1593.0,1730.0,synthetic fixed-overhead sensitivity on architecture-informed logical model; not measured backend cost
primary,n8_d25_s17,8,random_fixed_density,0.4,28,0.1875,0.0001,1.0,1593.0,0.2713414591821001,1,0.9242099623816038,3331.0,3604.159374582287,0.4220564073233554,1593.0,1730.0,synthetic fixed-overhead sensitivity on architecture-informed logical model; not measured backend cost
primary,n8_d25_s17,8,random_fixed_density,0.4,28,0.1875,0.0001,2.0,3186.0,0.2713414591821001,1,0.9242099623816038,4924.0,5327.793683711552,0.31273056498402835,1593.0,1730.0,synthetic fixed-overhead sensitivity on architecture-informed logical model; not measured backend cost
primary,n8_d25_s17,8,random_fixed_density,0.4,28,0.1875,0.0005,0.0,0.0,0.311408086078253,0,0.18740627343359423,8.0,42.68800533422234,1.0,1593.0,1730.0,synthetic fixed-overhead sensitivity on architecture-informed logical model; not measured backend cost
primary,n8_d25_s17,8,random_fixed_density,0.4,28,0.1875,0.0005,0.05,79.65,0.311408086078253,0,0.18740627343359423,87.65,467.7004584430735,1.0,1593.0,1730.0,synthetic fixed-overhead sensitivity on architecture-informed logical model; not measured backend cost
primary,n8_d25_s17,8,random_fixed_density,0.4,28,0.1875,0.0005,0.1,159.3,0.311408086078253,0,0.18740627343359423,167.3,892.7129115519247,1.0,1593.0,1730.0,synthetic fixed-overhead sensitivity on architecture-informed logical model; not measured backend cost
primary,n8_d25_s17,8,random_fixed_density,0.4,28,0.1875,0.0005,0.25,398.25,0.311408086078253,0,0.18740627343359423,406.25,2167.750270878478,1.0,1593.0,1730.0,synthetic fixed-overhead sensitivity on architecture-informed logical model; not measured backend cost
primary,n8_d25_s17,8,random_fixed_density,0.4,28,0.1875,0.0005,0.5,796.5,0.311408086078253,1,0.830592480318597,2534.5,3051.4362458805567,0.7108244816167457,1593.0,1730.0,synthetic fixed-overhead sensitivity on architecture-informed logical model; not measured backend cost
primary,n8_d25_s17,8,random_fixed_density,0.4,28,0.1875,0.0005,1.0,1593.0,0.311408086078253,1,0.830592480318597,3331.0,4010.3902683085953,0.4694392849457002,1593.0,1730.0,synthetic fixed-overhead sensitivity on architecture-informed logical model; not measured backend cost
primary,n8_d25_s17,8,random_fixed_density,0.4,28,0.1875,0.0005,2.0,3186.0,0.311408086078253,1,0.830592480318597,4924.0,5928.298313164672,0.3478397916946944,1593.0,1730.0,synthetic fixed-overhead sensitivity on architecture-informed logical model; not measured backend cost
primary,n8_d25_s17,8,random_fixed_density,0.55,31,0.1328125,0.0,0.0,0.0,0.20813986242523325,0,0.1328125,8.0,60.23529411764706,1.0,1593.0,1730.0,synthetic fixed-overhead sensitivity on architecture-informed logical model; not measured backend cost
primary,n8_d25_s17,8,random_fixed_density,0.55,31,0.1328125,0.0,0.05,79.65,0.20813986242523325,0,0.1328125,87.65,659.9529411764706,1.0,1593.0,1730.0,synthetic fixed-overhead sensitivity on architecture-informed logical model; not measured backend cost
primary,n8_d25_s17,8,random_fixed_density,0.55,31,0.1328125,0.0,0.1,159.3,0.20813986242523325,0,0.1328125,167.3,1259.6705882352942,1.0,1593.0,1730.0,synthetic fixed-overhead sensitivity on architecture-informed logical model; not measured backend cost
primary,n8_d25_s17,8,random_fixed_density,0.55,31,0.1328125,0.0,0.25,398.25,0.20813986242523325,1,0.8094558715820314,2136.25,2639.1185424658565,0.8627887542676839,1593.0,1730.0,synthetic fixed-overhead sensitivity on architecture-informed logical model; not measured backend cost
primary,n8_d25_s17,8,random_fixed_density,0.55,31,0.1328125,0.0,0.5,796.5,0.20813986242523325,1,0.8094558715820314,2534.5,3131.115714864699,0.5169065331018867,1593.0,1730.0,synthetic fixed-overhead sensitivity on architecture-informed logical model; not measured backend cost
primary,n8_d25_s17,8,random_fixed_density,0.55,31,0.1328125,0.0,1.0,1593.0,0.20813986242523325,1,0.8094558715820314,3331.0,4115.110059662384,0.34137292617046244,1593.0,1730.0,synthetic fixed-overhead sensitivity on architecture-informed logical model; not measured backend cost
primary,n8_d25_s17,8,random_fixed_density,0.55,31,0.1328125,0.0,2.0,3186.0,0.20813986242523325,1,0.8094558715820314,4924.0,6083.098749257754,0.2529466351395728,1593.0,1730.0,synthetic fixed-overhead sensitivity on architecture-informed logical model; not measured backend cost
primary,n8_d25_s17,8,random_fixed_density,0.55,31,0.1328125,1e-05,0.0,0.0,0.20881942472824588,0,0.1328111718816406,8.0,60.235896473600015,1.0,1593.0,1730.0,synthetic fixed-overhead sensitivity on architecture-informed logical model; not measured backend cost
primary,n8_d25_s17,8,random_fixed_density,0.55,31,0.1328125,1e-05,0.05,79.65,0.20881942472824588,0,0.1328111718816406,87.65,659.9595407388802,1.0,1593.0,1730.0,synthetic fixed-overhead sensitivity on architecture-informed logical model; not measured backend cost
primary,n8_d25_s17,8,random_fixed_density,0.55,31,0.1328125,1e-05,0.1,159.3,0.20881942472824588,0,0.1328111718816406,167.3,1259.6831850041604,1.0,1593.0,1730.0,synthetic fixed-overhead sensitivity on architecture-informed logical model; not measured backend cost
primary,n8_d25_s17,8,random_fixed_density,0.55,31,0.1328125,1e-05,0.25,398.25,0.20881942472824588,1,0.8072975071037161,2136.25,2646.174404358156,0.8650868274363299,1593.0,1730.0,synthetic fixed-overhead sensitivity on architecture-informed logical model; not measured backend cost
primary,n8_d25_s17,8,random_fixed_density,0.55,31,0.1328125,1e-05,0.5,796.5,0.20881942472824588,1,0.8072975071037161,2534.5,3139.4869644684595,0.5182833348144072,1593.0,1730.0,synthetic fixed-overhead sensitivity on architecture-informed logical model; not measured backend cost
primary,n8_d25_s17,8,random_fixed_density,0.55,31,0.1328125,1e-05,1.0,1593.0,0.20881942472824588,1,0.8072975071037161,3331.0,4126.112084689066,0.34228218693476203,1593.0,1730.0,synthetic fixed-overhead sensitivity on architecture-informed logical model; not measured backend cost
primary,n8_d25_s17,8,random_fixed_density,0.55,31,0.1328125,1e-05,2.0,3186.0,0.20881942472824588,1,0.8072975071037161,4924.0,6099.36232513028,0.2536203688576332,1593.0,1730.0,synthetic fixed-overhead sensitivity on architecture-informed logical model; not measured backend cost
primary,n8_d25_s17,8,random_fixed_density,0.55,31,0.1328125,5e-05,0.0,0.0,0.21156303278239608,0,0.13280585954101284,8.0,60.23830595764832,1.0,1593.0,1730.0,synthetic fixed-overhead sensitivity on architecture-informed logical model; not measured backend cost
primary,n8_d25_s17,8,random_fixed_density,0.55,31,0.1328125,5e-05,0.05,79.65,0.21156303278239608,0,0.13280585954101284,87.65,659.9859396484844,1.0,1593.0,1730.0,synthetic fixed-overhead sensitivity on architecture-informed logical model; not measured backend cost
primary,n8_d25_s17,8,random_fixed_density,0.55,31,0.1328125,5e-05,0.1,159.3,0.21156303278239608,0,0.13280585954101284,167.3,1259.7335733393206,1.0,1593.0,1730.0,synthetic fixed-overhead sensitivity on architecture-informed logical model; not measured backend cost
primary,n8_d25_s17,8,random_fixed_density,0.55,31,0.1328125,5e-05,0.25,398.25,0.21156303278239608,1,0.7987214474036545,2136.25,2674.5870001915587,0.8743404934834684,1593.0,1730.0,synthetic fixed-overhead sensitivity on architecture-informed logical model; not measured backend cost
primary,n8_d25_s17,8,random_fixed_density,0.55,31,0.1328125,5e-05,0.5,796.5,0.21156303278239608,1,0.7987214474036545,2534.5,3173.19637307689,0.5238273111484162,1593.0,1730.0,synthetic fixed-overhead sensitivity on architecture-informed logical model; not measured backend cost
primary,n8_d25_s17,8,random_fixed_density,0.55,31,0.1328125,5e-05,1.0,1593.0,0.21156303278239608,1,0.7987214474036545,3331.0,4170.415118847552,0.3459435131176667,1593.0,1730.0,synthetic fixed-overhead sensitivity on architecture-informed logical model; not measured backend cost
primary,n8_d25_s17,8,random_fixed_density,0.55,31,0.1328125,5e-05,2.0,3186.0,0.21156303278239608,1,0.7987214474036545,4924.0,6164.852610388875,0.25633329676466854,1593.0,1730.0,synthetic fixed-overhead sensitivity on architecture-informed logical model; not measured backend cost
primary,n8_d25_s17,8,random_fixed_density,0.55,31,0.1328125,0.0001,0.0,0.0,0.2150504880463926,0,0.13279921941404035,8.0,60.24131794824534,1.0,1593.0,1730.0,synthetic fixed-overhead sensitivity on architecture-informed logical model; not measured backend cost
primary,n8_d25_s17,8,random_fixed_density,0.55,31,0.1328125,0.0001,0.05,79.65,0.2150504880463926,0,0.13279921941404035,87.65,660.018939770463,1.0,1593.0,1730.0,synthetic fixed-overhead sensitivity on architecture-informed logical model; not measured backend cost
primary,n8_d25_s17,8,random_fixed_density,0.55,31,0.1328125,0.0001,0.1,159.3,0.2150504880463926,0,0.13279921941404035,167.3,1259.7965615926807,1.0,1593.0,1730.0,synthetic fixed-overhead sensitivity on architecture-informed logical model; not measured backend cost
primary,n8_d25_s17,8,random_fixed_density,0.55,31,0.1328125,0.0001,0.25,398.25,0.2150504880463926,1,0.7881293754726163,2136.25,2710.5321365784116,0.886046897069007,1593.0,1730.0,synthetic fixed-overhead sensitivity on architecture-informed logical model; not measured backend cost
primary,n8_d25_s17,8,random_fixed_density,0.55,31,0.1328125,0.0001,0.5,796.5,0.2150504880463926,1,0.7881293754726163,2534.5,3215.8425746789862,0.5308407503739057,1593.0,1730.0,synthetic fixed-overhead sensitivity on architecture-informed logical model; not measured backend cost
primary,n8_d25_s17,8,random_fixed_density,0.55,31,0.1328125,0.0001,1.0,1593.0,0.2150504880463926,1,0.7881293754726163,3331.0,4226.4634508801355,0.3505752949149615,1593.0,1730.0,synthetic fixed-overhead sensitivity on architecture-informed logical model; not measured backend cost
primary,n8_d25_s17,8,random_fixed_density,0.55,31,0.1328125,0.0001,2.0,3186.0,0.2150504880463926,1,0.7881293754726163,4924.0,6247.705203282434,0.25976530185502367,1593.0,1730.0,synthetic fixed-overhead sensitivity on architecture-informed logical model; not measured backend cost
primary,n8_d25_s17,8,random_fixed_density,0.55,31,0.1328125,0.0005,0.0,0.0,0.24545572749863895,0,0.1327461103487959,8.0,60.26541929537271,1.0,1593.0,1730.0,synthetic fixed-overhead sensitivity on architecture-informed logical model; not measured backend cost
primary,n8_d25_s17,8,random_fixed_density,0.55,31,0.1328125,0.0005,0.05,79.65,0.24545572749863895,0,0.1327461103487959,87.65,660.2830001549273,1.0,1593.0,1730.0,synthetic fixed-overhead sensitivity on architecture-informed logical model; not measured backend cost
primary,n8_d25_s17,8,random_fixed_density,0.55,31,0.1328125,0.0005,0.1,159.3,0.24545572749863895,0,0.1327461103487959,167.3,1260.3005810144818,1.0,1593.0,1730.0,synthetic fixed-overhead sensitivity on architecture-informed logical model; not measured backend cost
primary,n8_d25_s17,8,random_fixed_density,0.55,31,0.1328125,0.0005,0.25,398.25,0.24545572749863895,1,0.7082961225594956,2136.25,3016.040794181474,0.9855204531221761,1593.0,1730.0,synthetic fixed-overhead sensitivity on architecture-informed logical model; not measured backend cost
primary,n8_d25_s17,8,random_fixed_density,0.55,31,0.1328125,0.0005,0.5,796.5,0.24545572749863895,1,0.7082961225594956,2534.5,3578.3056256772134,0.5904364865728583,1593.0,1730.0,synthetic fixed-overhead sensitivity on architecture-informed logical model; not measured backend cost
