scope,instance_id,n,family,operational_level,threshold,rho_tau_exact_validation,eps_per_logical_depth_model,fixed_overhead_ratio_to_oracle,fixed_overhead_gate_equivalent_model,break_even_fixed_overhead_ratio_to_oracle,k_star,p_target_eff,gate_equivalent_cost_at_k,resource_per_target_hit_model,eta_arch_fixed,oracle_gate_equivalent_model,iteration_gate_equivalent_model,evidence_label
primary,n8_d25_s17,8,random_fixed_density,0.25,25,0.28125,0.0,0.0,0.0,0.4266803913082466,0,0.28124999999999994,8.0,28.44444444444445,1.0,1593.0,1730.0,synthetic fixed-overhead sensitivity on architecture-informed logical model; not measured backend cost
primary,n10_d75_s17,10,random_fixed_density,0.4,113,0.005859375,0.0,0.1,923.3000000000001,0.04947724073583385,7,0.8326325428624705,66803.3,80231.43050635507,0.5037030302401951,9233.0,9410.0,synthetic fixed-overhead sensitivity on architecture-informed logical model; not measured backend cost
primary,n10_d75_s17,10,random_fixed_density,0.4,113,0.005859375,0.0,0.25,2308.25,0.04947724073583385,7,0.8326325428624705,68188.25,81894.76928871726,0.20698896314076465,9233.0,9410.0,synthetic fixed-overhead sensitivity on architecture-informed logical model; not measured backend cost
primary,n10_d75_s17,10,random_fixed_density,0.4,113,0.005859375,0.0,0.5,4616.5,0.04947724073583385,7,0.8326325428624705,70496.5,84667.00059265425,0.10722915953692498,9233.0,9410.0,synthetic fixed-overhead sensitivity on architecture-informed logical model; not measured backend cost
primary,n10_d75_s17,10,random_fixed_density,0.4,113,0.005859375,0.0,1.0,9233.0,0.04947724073583385,7,0.8326325428624705,75113.0,90211.46320052823,0.05718736256524884,9233.0,9410.0,synthetic fixed-overhead sensitivity on architecture-informed logical model; not measured backend cost
primary,n10_d75_s17,10,random_fixed_density,0.4,113,0.005859375,0.0,2.0,18466.0,0.04947724073583385,8,0.929761291055471,93756.0,100838.78615076304,0.03197944699080575,9233.0,9410.0,synthetic fixed-overhead sensitivity on architecture-informed logical model; not measured backend cost
primary,n10_d75_s17,10,random_fixed_density,0.4,113,0.005859375,1e-05,0.0,0.0,0.0547789396420552,0,0.005859316406542967,10.0,1706.6837334186673,1.0,9233.0,9410.0,synthetic fixed-overhead sensitivity on architecture-informed logical model; not measured backend cost
primary,n10_d75_s17,10,random_fixed_density,0.4,113,0.005859375,1e-05,0.05,461.65000000000003,0.0547789396420552,0,0.005859316406542967,471.65000000000003,80495.73828669144,1.0,9233.0,9410.0,synthetic fixed-overhead sensitivity on architecture-informed logical model; not measured backend cost
primary,n10_d75_s17,10,random_fixed_density,0.4,113,0.005859375,1e-05,0.1,923.3000000000001,0.0547789396420552,7,0.7541583957070366,66803.3,88579.93278371017,0.5561104183542978,9233.0,9410.0,synthetic fixed-overhead sensitivity on architecture-informed logical model; not measured backend cost
primary,n10_d75_s17,10,random_fixed_density,0.4,113,0.005859375,1e-05,0.25,2308.25,0.0547789396420552,7,0.7541583957070366,68188.25,90416.35071379445,0.22852496803928768,9233.0,9410.0,synthetic fixed-overhead sensitivity on architecture-informed logical model; not measured backend cost
primary,n10_d75_s17,10,random_fixed_density,0.4,113,0.005859375,1e-05,0.5,4616.5,0.0547789396420552,7,0.7541583957070366,70496.5,93477.04726393493,0.11838573363639171,9233.0,9410.0,synthetic fixed-overhead sensitivity on architecture-informed logical model; not measured backend cost
primary,n10_d75_s17,10,random_fixed_density,0.4,113,0.005859375,1e-05,1.0,9233.0,0.0547789396420552,7,0.7541583957070366,75113.0,99598.44036421587,0.06313737700877867,9233.0,9410.0,synthetic fixed-overhead sensitivity on architecture-informed logical model; not measured backend cost
primary,n10_d75_s17,10,random_fixed_density,0.4,113,0.005859375,1e-05,2.0,18466.0,0.0547789396420552,7,0.7541583957070366,84346.0,111841.22656477777,0.0354683445409662,9233.0,9410.0,synthetic fixed-overhead sensitivity on architecture-informed logical model; not measured backend cost
primary,n10_d75_s17,10,random_fixed_density,0.4,113,0.005859375,5e-05,0.0,0.0,0.07637096328534845,0,0.005859082038574096,10.0,1706.7520021333692,1.0,9233.0,9410.0,synthetic fixed-overhead sensitivity on architecture-informed logical model; not measured backend cost
primary,n10_d75_s17,10,random_fixed_density,0.4,113,0.005859375,5e-05,0.05,461.65000000000003,0.07637096328534845,0,0.005859082038574096,471.65000000000003,80498.95818062036,1.0,9233.0,9410.0,synthetic fixed-overhead sensitivity on architecture-informed logical model; not measured backend cost
primary,n10_d75_s17,10,random_fixed_density,0.4,113,0.005859375,5e-05,0.1,923.3000000000001,0.07637096328534845,5,0.3913395029109102,47983.3,122612.9732446754,0.7697412077938968,9233.0,9410.0,synthetic fixed-overhead sensitivity on architecture-informed logical model; not measured backend cost
primary,n10_d75_s17,10,random_fixed_density,0.4,113,0.005859375,5e-05,0.25,2308.25,0.07637096328534845,5,0.3913395029109102,49368.25,126151.97196496377,0.3188330650579628,9233.0,9410.0,synthetic fixed-overhead sensitivity on architecture-informed logical model; not measured backend cost
primary,n10_d75_s17,10,random_fixed_density,0.4,113,0.005859375,5e-05,0.5,4616.5,0.07637096328534845,5,0.3913395029109102,51676.5,132050.3031654444,0.1672308569036895,9233.0,9410.0,synthetic fixed-overhead sensitivity on architecture-informed logical model; not measured backend cost
primary,n10_d75_s17,10,random_fixed_density,0.4,113,0.005859375,5e-05,1.0,9233.0,0.07637096328534845,6,0.46092782752642225,65703.0,142545.09291095825,0.09035847598847466,9233.0,9410.0,synthetic fixed-overhead sensitivity on architecture-informed logical model; not measured backend cost
primary,n10_d75_s17,10,random_fixed_density,0.4,113,0.005859375,5e-05,2.0,18466.0,0.07637096328534845,6,0.46092782752642225,74936.0,162576.42850974182,0.05155599871059504,9233.0,9410.0,synthetic fixed-overhead sensitivity on architecture-informed logical model; not measured backend cost
primary,n10_d75_s17,10,random_fixed_density,0.4,113,0.005859375,0.0001,0.0,0.0,0.10552411096504101,0,0.005858789091795898,10.0,1706.8373418669514,1.0,9233.0,9410.0,synthetic fixed-overhead sensitivity on architecture-informed logical model; not measured backend cost
primary,n10_d75_s17,10,random_fixed_density,0.4,113,0.005859375,0.0001,0.05,461.65000000000003,0.10552411096504101,0,0.005858789091795898,471.65000000000003,80502.98322915476,1.0,9233.0,9410.0,synthetic fixed-overhead sensitivity on architecture-informed logical model; not measured backend cost
primary,n10_d75_s17,10,random_fixed_density,0.4,113,0.005859375,0.0001,0.1,923.3000000000001,0.10552411096504101,0,0.005858789091795898,933.3000000000001,159299.12911644258,1.0,9233.0,9410.0,synthetic fixed-overhead sensitivity on architecture-informed logical model; not measured backend cost
primary,n10_d75_s17,10,random_fixed_density,0.4,113,0.005859375,0.0001,0.25,2308.25,0.10552411096504101,4,0.22990013740021362,39958.25,173806.98616304033,0.4392530894467556,9233.0,9410.0,synthetic fixed-overhead sensitivity on architecture-informed logical model; not measured backend cost
primary,n10_d75_s17,10,random_fixed_density,0.4,113,0.005859375,0.0001,0.5,4616.5,0.10552411096504101,4,0.22990013740021362,42266.5,183847.21504720915,0.23281574798998023,9233.0,9410.0,synthetic fixed-overhead sensitivity on architecture-informed logical model; not measured backend cost
primary,n10_d75_s17,10,random_fixed_density,0.4,113,0.005859375,0.0001,1.0,9233.0,0.10552411096504101,4,0.22990013740021362,46883.0,203927.67281554674,0.12926206047896224,9233.0,9410.0,synthetic fixed-overhead sensitivity on architecture-informed logical model; not measured backend cost
primary,n10_d75_s17,10,random_fixed_density,0.4,113,0.005859375,0.0001,2.0,18466.0,0.10552411096504101,5,0.27479503077549633,65526.0,238454.09363873766,0.07561443184156277,9233.0,9410.0,synthetic fixed-overhead sensitivity on architecture-informed logical model; not measured backend cost
primary,n10_d75_s17,10,random_fixed_density,0.4,113,0.005859375,0.0005,0.0,0.0,0.30142953888423313,0,0.00585644604479982,10.0,1707.5202133688933,1.0,9233.0,9410.0,synthetic fixed-overhead sensitivity on architecture-informed logical model; not measured backend cost
primary,n10_d75_s17,10,random_fixed_density,0.4,113,0.005859375,0.0005,0.05,461.65000000000003,0.30142953888423313,0,0.00585644604479982,471.65000000000003,80535.19086354386,1.0,9233.0,9410.0,synthetic fixed-overhead sensitivity on architecture-informed logical model; not measured backend cost
primary,n10_d75_s17,10,random_fixed_density,0.4,113,0.005859375,0.0005,0.1,923.3000000000001,0.30142953888423313,0,0.00585644604479982,933.3000000000001,159362.86151371885,1.0,9233.0,9410.0,synthetic fixed-overhead sensitivity on architecture-informed logical model; not measured backend cost
primary,n10_d75_s17,10,random_fixed_density,0.4,113,0.005859375,0.0005,0.25,2308.25,0.30142953888423313,0,0.00585644604479982,2318.25,395845.8734642437,1.0,9233.0,9410.0,synthetic fixed-overhead sensitivity on architecture-informed logical model; not measured backend cost
primary,n10_d75_s17,10,random_fixed_density,0.4,113,0.005859375,0.0005,0.5,4616.5,0.30142953888423313,1,0.02558691697082696,14036.5,548581.136836602,0.6944203672492179,9233.0,9410.0,synthetic fixed-overhead sensitivity on architecture-informed logical model; not measured backend cost
primary,n10_d75_s17,10,random_fixed_density,0.4,113,0.005859375,0.0005,1.0,9233.0,0.30142953888423313,1,0.02558691697082696,18653.0,729005.3749448322,0.46190421342999805,9233.0,9410.0,synthetic fixed-overhead sensitivity on architecture-informed logical model; not measured backend cost
primary,n10_d75_s17,10,random_fixed_density,0.4,113,0.005859375,0.0005,2.0,18466.0,0.30142953888423313,1,0.02558691697082696,27886.0,1089853.8511612925,0.34545736501642144,9233.0,9410.0,synthetic fixed-overhead sensitivity on architecture-informed logical model; not measured backend cost
primary,n10_d75_s42,10,random_fixed_density,0.25,106,0.17578125,0.0,0.0,0.0,0.237283959979376,0,0.17578125000000003,10.0,56.88888888888888,1.0,9233.0,9410.0,synthetic fixed-overhead sensitivity on architecture-informed logical model; not measured backend cost
primary,n10_d75_s42,10,random_fixed_density,0.25,106,0.17578125,0.0,0.05,461.65000000000003,0.237283959979376,0,0.17578125000000003,471.65000000000003,2683.164444444444,1.0,9233.0,9410.0,synthetic fixed-overhead sensitivity on architecture-informed logical model; not measured backend cost
primary,n10_d75_s42,10,random_fixed_density,0.25,106,0.17578125,0.0,0.1,923.3000000000001,0.237283959979376,0,0.17578125000000003,933.3000000000001,5309.44,1.0,9233.0,9410.0,synthetic fixed-overhead sensitivity on architecture-informed logical model; not measured backend cost
primary,n10_d75_s42,10,random_fixed_density,0.25,106,0.17578125,0.0,0.25,2308.25,0.237283959979376,1,0.9273576736450198,11728.25,12646.954172387017,0.9589549932556479,9233.0,9410.0,synthetic fixed-overhead sensitivity on architecture-informed logical model; not measured backend cost
primary,n10_d75_s42,10,random_fixed_density,0.25,106,0.17578125,0.0,0.5,4616.5,0.237283959979376,1,0.9273576736450198,14036.5,15136.015368082226,0.5750843405210644,9233.0,9410.0,synthetic fixed-overhead sensitivity on architecture-informed logical model; not measured backend cost
primary,n10_d75_s42,10,random_fixed_density,0.25,106,0.17578125,0.0,1.0,9233.0,0.237283959979376,1,0.9273576736450198,18653.0,20114.137759472644,0.38252604977088617,9233.0,9410.0,synthetic fixed-overhead sensitivity on architecture-informed logical model; not measured backend cost
primary,n10_d75_s42,10,random_fixed_density,0.25,106,0.17578125,0.0,2.0,18466.0,0.237283959979376,1,0.9273576736450198,27886.0,30070.38254225348,0.28609057324396486,9233.0,9410.0,synthetic fixed-overhead sensitivity on architecture-informed logical model; not measured backend cost
primary,n10_d75_s42,10,random_fixed_density,0.25,106,0.17578125,1e-05,0.0,0.0,0.24148631438827659,0,0.17577949219628905,10.0,56.88945778062222,1.0,9233.0,9410.0,synthetic fixed-overhead sensitivity on architecture-informed logical model; not measured backend cost
primary,n10_d75_s42,10,random_fixed_density,0.25,106,0.17578125,1e-05,0.05,461.65000000000003,0.24148631438827659,0,0.17577949219628905,471.65000000000003,2683.1912762230477,1.0,9233.0,9410.0,synthetic fixed-overhead sensitivity on architecture-informed logical model; not measured backend cost
primary,n10_d75_s42,10,random_fixed_density,0.25,106,0.17578125,1e-05,0.1,923.3000000000001,0.24148631438827659,0,0.17577949219628905,933.3000000000001,5309.493094665473,1.0,9233.0,9410.0,synthetic fixed-overhead sensitivity on architecture-informed logical model; not measured backend cost
primary,n10_d75_s42,10,random_fixed_density,0.25,106,0.17578125,1e-05,0.25,2308.25,0.24148631438827659,1,0.9143279651531976,11728.25,12827.180669285235,0.9726109368519417,9233.0,9410.0,synthetic fixed-overhead sensitivity on architecture-informed logical model; not measured backend cost
primary,n10_d75_s42,10,random_fixed_density,0.25,106,0.17578125,1e-05,0.5,4616.5,0.24148631438827659,1,0.9143279651531976,14036.5,15351.712443409904,0.5832737960977077,9233.0,9410.0,synthetic fixed-overhead sensitivity on architecture-informed logical model; not measured backend cost
primary,n10_d75_s42,10,random_fixed_density,0.25,106,0.17578125,1e-05,1.0,9233.0,0.24148631438827659,1,0.9143279651531976,18653.0,20400.77599165924,0.3879733900491298,9233.0,9410.0,synthetic fixed-overhead sensitivity on architecture-informed logical model; not measured backend cost
primary,n10_d75_s42,10,random_fixed_density,0.25,106,0.17578125,1e-05,2.0,18466.0,0.24148631438827659,1,0.9143279651531976,27886.0,30498.903088157913,0.2901646296482047,9233.0,9410.0,synthetic fixed-overhead sensitivity on architecture-informed logical model; not measured backend cost
primary,n10_d75_s42,10,random_fixed_density,0.25,106,0.17578125,5e-05,0.0,0.0,0.25920636603649044,0,0.17577246115722292,10.0,56.891733404445624,1.0,9233.0,9410.0,synthetic fixed-overhead sensitivity on architecture-informed logical model; not measured backend cost
primary,n10_d75_s42,10,random_fixed_density,0.25,106,0.17578125,5e-05,0.05,461.65000000000003,0.25920636603649044,0,0.17577246115722292,471.65000000000003,2683.298606020678,1.0,9233.0,9410.0,synthetic fixed-overhead sensitivity on architecture-informed logical model; not measured backend cost
primary,n10_d75_s42,10,random_fixed_density,0.25,106,0.17578125,5e-05,0.1,923.3000000000001,0.25920636603649044,0,0.17577246115722292,933.3000000000001,5309.705478636911,1.0,9233.0,9410.0,synthetic fixed-overhead sensitivity on architecture-informed logical model; not measured backend cost
primary,n10_d75_s42,10,random_fixed_density,0.25,106,0.17578125,5e-05,0.25,2308.25,0.25920636603649044,0,0.17577246115722292,2318.25,13188.926096485606,1.0,9233.0,9410.0,synthetic fixed-overhead sensitivity on architecture-informed logical model; not measured backend cost
primary,n10_d75_s42,10,random_fixed_density,0.25,106,0.17578125,5e-05,0.5,4616.5,0.25920636603649044,1,0.8640143099517228,14036.5,16245.680005906726,0.6172145591291286,9233.0,9410.0,synthetic fixed-overhead sensitivity on architecture-informed logical model; not measured backend cost
primary,n10_d75_s42,10,random_fixed_density,0.25,106,0.17578125,5e-05,1.0,9233.0,0.25920636603649044,1,0.8640143099517228,18653.0,21588.76280769267,0.4105496020824039,9233.0,9410.0,synthetic fixed-overhead sensitivity on architecture-informed logical model; not measured backend cost
primary,n10_d75_s42,10,random_fixed_density,0.25,106,0.17578125,5e-05,2.0,18466.0,0.25920636603649044,1,0.8640143099517228,27886.0,32274.92841126456,0.3070493397121211,9233.0,9410.0,synthetic fixed-overhead sensitivity on architecture-informed logical model; not measured backend cost
primary,n10_d75_s42,10,random_fixed_density,0.25,106,0.17578125,0.0001,0.0,0.0,0.283601385336912,0,0.17576367275387697,10.0,56.8945780622317,1.0,9233.0,9410.0,synthetic fixed-overhead sensitivity on architecture-informed logical model; not measured backend cost
primary,n10_d75_s42,10,random_fixed_density,0.25,106,0.17578125,0.0001,0.05,461.65000000000003,0.283601385336912,0,0.17576367275387697,471.65000000000003,2683.432774305158,1.0,9233.0,9410.0,synthetic fixed-overhead sensitivity on architecture-informed logical model; not measured backend cost
primary,n10_d75_s42,10,random_fixed_density,0.25,106,0.17578125,0.0001,0.1,923.3000000000001,0.283601385336912,0,0.17576367275387697,933.3000000000001,5309.970970548085,1.0,9233.0,9410.0,synthetic fixed-overhead sensitivity on architecture-informed logical model; not measured backend cost
primary,n10_d75_s42,10,random_fixed_density,0.25,106,0.17578125,0.0001,0.25,2308.25,0.283601385336912,0,0.17576367275387697,2318.25,13189.585559276864,1.0,9233.0,9410.0,synthetic fixed-overhead sensitivity on architecture-informed logical model; not measured backend cost
primary,n10_d75_s42,10,random_fixed_density,0.25,106,0.17578125,0.0001,0.5,4616.5,0.283601385336912,1,0.8049976282259244,14036.5,17436.697336530073,0.6624312038401101,9233.0,9410.0,synthetic fixed-overhead sensitivity on architecture-informed logical model; not measured backend cost
primary,n10_d75_s42,10,random_fixed_density,0.25,106,0.17578125,0.0001,1.0,9233.0,0.283601385336912,1,0.8049976282259244,18653.0,23171.496841683853,0.4406261374120107,9233.0,9410.0,synthetic fixed-overhead sensitivity on architecture-informed logical model; not measured backend cost
primary,n10_d75_s42,10,random_fixed_density,0.25,106,0.17578125,0.0001,2.0,18466.0,0.283601385336912,1,0.8049976282259244,27886.0,34641.09585199142,0.32954352864067465,9233.0,9410.0,synthetic fixed-overhead sensitivity on architecture-informed logical model; not measured backend cost
primary,n10_d75_s42,10,random_fixed_density,0.25,106,0.17578125,0.0005,0.0,0.0,0.6352906274132952,0,0.17569338134399462,10.0,56.91734044562977,1.0,9233.0,9410.0,synthetic fixed-overhead sensitivity on architecture-informed logical model; not measured backend cost
primary,n10_d75_s42,10,random_fixed_density,0.25,106,0.17578125,0.0005,0.05,461.65000000000003,0.6352906274132952,0,0.17569338134399462,471.65000000000003,2684.5063621181284,1.0,9233.0,9410.0,synthetic fixed-overhead sensitivity on architecture-informed logical model; not measured backend cost
primary,n10_d75_s42,10,random_fixed_density,0.25,106,0.17578125,0.0005,0.1,923.3000000000001,0.6352906274132952,0,0.17569338134399462,933.3000000000001,5312.095383790627,1.0,9233.0,9410.0,synthetic fixed-overhead sensitivity on architecture-informed logical model; not measured backend cost
primary,n10_d75_s42,10,random_fixed_density,0.25,106,0.17578125,0.0005,0.25,2308.25,0.6352906274132952,0,0.17569338134399462,2318.25,13194.862448808122,1.0,9233.0,9410.0,synthetic fixed-overhead sensitivity on architecture-informed logical model; not measured backend cost
primary,n10_d75_s42,10,random_fixed_density,0.25,106,0.17578125,0.0005,0.5,4616.5,0.6352906274132952,0,0.17569338134399462,4626.5,26332.807557170614,1.0,9233.0,9410.0,synthetic fixed-overhead sensitivity on architecture-informed logical model; not measured backend cost
primary,n10_d75_s42,10,random_fixed_density,0.25,106,0.17578125,0.0005,1.0,9233.0,0.6352906274132952,1,0.4570712702358897,18653.0,40809.82817050256,0.7757239752616034,9233.0,9410.0,synthetic fixed-overhead sensitivity on architecture-informed logical model; not measured backend cost
primary,n10_d75_s42,10,random_fixed_density,0.25,106,0.17578125,0.0005,2.0,18466.0,0.6352906274132952,1,0.4570712702358897,27886.0,61010.1789718884,0.5801626239431344,9233.0,9410.0,synthetic fixed-overhead sensitivity on architecture-informed logical model; not measured backend cost
primary,n10_d75_s42,10,random_fixed_density,0.4,115,0.05859375,0.0,0.0,0.0,0.1437046876717281,0,0.05859375000000001,10.0,170.66666666666666,1.0,9233.0,9410.0,synthetic fixed-overhead sensitivity on architecture-informed logical model; not measured backend cost
primary,n10_d75_s42,10,random_fixed_density,0.4,115,0.05859375,0.0,0.05,461.65000000000003,0.1437046876717281,0,0.05859375000000001,471.65000000000003,8049.493333333333,1.0,9233.0,9410.0,synthetic fixed-overhead sensitivity on architecture-informed logical model; not measured backend cost
primary,n10_d75_s42,10,random_fixed_density,0.4,115,0.05859375,0.0,0.1,923.3000000000001,0.1437046876717281,0,0.05859375000000001,933.3000000000001,15928.32,1.0,9233.0,9410.0,synthetic fixed-overhead sensitivity on architecture-informed logical model; not measured backend cost
primary,n10_d75_s42,10,random_fixed_density,0.4,115,0.05859375,0.0,0.25,2308.25,0.1437046876717281,2,0.8834841137286277,21138.25,23926.010294388674,0.6047297166771645,9233.0,9410.0,synthetic fixed-overhead sensitivity on architecture-informed logical model; not measured backend cost
primary,n10_d75_s42,10,random_fixed_density,0.4,115,0.05859375,0.0,0.5,4616.5,0.1437046876717281,2,0.8834841137286277,23446.5,26538.677533257676,0.3361073460962536,9233.0,9410.0,synthetic fixed-overhead sensitivity on architecture-informed logical model; not measured backend cost
primary,n10_d75_s42,10,random_fixed_density,0.4,115,0.05859375,0.0,1.0,9233.0,0.1437046876717281,2,0.8834841137286277,28063.0,31764.012010995677,0.2013602270658096,9233.0,9410.0,synthetic fixed-overhead sensitivity on architecture-informed logical model; not measured backend cost
primary,n10_d75_s42,10,random_fixed_density,0.4,115,0.05859375,0.0,2.0,18466.0,0.1437046876717281,2,0.8834841137286277,37296.0,42214.68096647168,0.13387727121017537,9233.0,9410.0,synthetic fixed-overhead sensitivity on architecture-informed logical model; not measured backend cost
primary,n10_d75_s42,10,random_fixed_density,0.4,115,0.05859375,1e-05,0.0,0.0,0.14816181380476806,0,0.058593164065429686,10.0,170.66837334186667,1.0,9233.0,9410.0,synthetic fixed-overhead sensitivity on architecture-informed logical model; not measured backend cost
primary,n10_d75_s42,10,random_fixed_density,0.4,115,0.05859375,1e-05,0.05,461.65000000000003,0.14816181380476806,0,0.058593164065429686,471.65000000000003,8049.573828669142,1.0,9233.0,9410.0,synthetic fixed-overhead sensitivity on architecture-informed logical model; not measured backend cost
primary,n10_d75_s42,10,random_fixed_density,0.4,115,0.05859375,1e-05,0.1,923.3000000000001,0.14816181380476806,0,0.058593164065429686,933.3000000000001,15928.479283996418,1.0,9233.0,9410.0,synthetic fixed-overhead sensitivity on architecture-informed logical model; not measured backend cost
primary,n10_d75_s42,10,random_fixed_density,0.4,115,0.05859375,1e-05,0.25,2308.25,0.14816181380476806,2,0.8588405745590678,21138.25,24612.542334591566,0.6220755876536428,9233.0,9410.0,synthetic fixed-overhead sensitivity on architecture-informed logical model; not measured backend cost
primary,n10_d75_s42,10,random_fixed_density,0.4,115,0.05859375,1e-05,0.5,4616.5,0.14816181380476806,2,0.8588405745590678,23446.5,27300.177349023743,0.3457481401549066,9233.0,9410.0,synthetic fixed-overhead sensitivity on architecture-informed logical model; not measured backend cost
primary,n10_d75_s42,10,random_fixed_density,0.4,115,0.05859375,1e-05,1.0,9233.0,0.14816181380476806,2,0.8588405745590678,28063.0,32675.447377888097,0.20713597848359966,9233.0,9410.0,synthetic fixed-overhead sensitivity on architecture-informed logical model; not measured backend cost
primary,n10_d75_s42,10,random_fixed_density,0.4,115,0.05859375,1e-05,2.0,18466.0,0.14816181380476806,2,0.8588405745590678,37296.0,43425.98743561681,0.13771736341840138,9233.0,9410.0,synthetic fixed-overhead sensitivity on architecture-informed logical model; not measured backend cost
primary,n10_d75_s42,10,random_fixed_density,0.4,115,0.05859375,5e-05,0.0,0.0,0.16526882177725785,0,0.05859082038574097,10.0,170.6752002133369,1.0,9233.0,9410.0,synthetic fixed-overhead sensitivity on architecture-informed logical model; not measured backend cost
primary,n10_d75_s42,10,random_fixed_density,0.4,115,0.05859375,5e-05,0.05,461.65000000000003,0.16526882177725785,0,0.05859082038574097,471.65000000000003,8049.895818062035,1.0,9233.0,9410.0,synthetic fixed-overhead sensitivity on architecture-informed logical model; not measured backend cost
primary,n10_d75_s42,10,random_fixed_density,0.4,115,0.05859375,5e-05,0.1,923.3000000000001,0.16526882177725785,0,0.05859082038574097,933.3000000000001,15929.116435910733,1.0,9233.0,9410.0,synthetic fixed-overhead sensitivity on architecture-informed logical model; not measured backend cost
primary,n10_d75_s42,10,random_fixed_density,0.4,115,0.05859375,5e-05,0.25,2308.25,0.16526882177725785,2,0.766951304075697,21138.25,27561.397819741742,0.6965792771428626,9233.0,9410.0,synthetic fixed-overhead sensitivity on architecture-informed logical model; not measured backend cost
primary,n10_d75_s42,10,random_fixed_density,0.4,115,0.05859375,5e-05,0.5,4616.5,0.16526882177725785,2,0.766951304075697,23446.5,30571.041310447872,0.387157114541342,9233.0,9410.0,synthetic fixed-overhead sensitivity on architecture-informed logical model; not measured backend cost
primary,n10_d75_s42,10,random_fixed_density,0.4,115,0.05859375,5e-05,1.0,9233.0,0.16526882177725785,2,0.766951304075697,28063.0,36590.32829186013,0.2319438875693685,9233.0,9410.0,synthetic fixed-overhead sensitivity on architecture-informed logical model; not measured backend cost
primary,n10_d75_s42,10,random_fixed_density,0.4,115,0.05859375,5e-05,2.0,18466.0,0.16526882177725785,2,0.766951304075697,37296.0,48628.90225468465,0.15421126204589644,9233.0,9410.0,synthetic fixed-overhead sensitivity on architecture-informed logical model; not measured backend cost
primary,n10_d75_s42,10,random_fixed_density,0.4,115,0.05859375,0.0001,0.0,0.0,0.17961635540973253,0,0.05858789091795899,10.0,170.6837341866951,1.0,9233.0,9410.0,synthetic fixed-overhead sensitivity on architecture-informed logical model; not measured backend cost
primary,n10_d75_s42,10,random_fixed_density,0.4,115,0.05859375,0.0001,0.05,461.65000000000003,0.17961635540973253,0,0.05858789091795899,471.65000000000003,8050.298322915475,1.0,9233.0,9410.0,synthetic fixed-overhead sensitivity on architecture-informed logical model; not measured backend cost
primary,n10_d75_s42,10,random_fixed_density,0.4,115,0.05859375,0.0001,0.1,923.3000000000001,0.17961635540973253,0,0.05858789091795899,933.3000000000001,15929.912911644255,1.0,9233.0,9410.0,synthetic fixed-overhead sensitivity on architecture-informed logical model; not measured backend cost
primary,n10_d75_s42,10,random_fixed_density,0.4,115,0.05859375,0.0001,0.25,2308.25,0.17961635540973253,1,0.38903189557884793,11728.25,30147.271042003675,0.7618958383621504,9233.0,9410.0,synthetic fixed-overhead sensitivity on architecture-informed logical model; not measured backend cost
primary,n10_d75_s42,10,random_fixed_density,0.4,115,0.05859375,0.0001,0.5,4616.5,0.17961635540973253,2,0.6657893375591459,23446.5,35216.09415668528,0.44596059289061923,9233.0,9410.0,synthetic fixed-overhead sensitivity on architecture-informed logical model; not measured backend cost
primary,n10_d75_s42,10,random_fixed_density,0.4,115,0.05859375,0.0001,1.0,9233.0,0.17961635540973253,2,0.6657893375591459,28063.0,42149.969092148465,0.2671727568285337,9233.0,9410.0,synthetic fixed-overhead sensitivity on architecture-informed logical model; not measured backend cost
primary,n10_d75_s42,10,random_fixed_density,0.4,115,0.05859375,0.0001,2.0,18466.0,0.17961635540973253,2,0.6657893375591459,37296.0,56017.71896307483,0.17763368738263213,9233.0,9410.0,synthetic fixed-overhead sensitivity on architecture-informed logical model; not measured backend cost
primary,n10_d75_s42,10,random_fixed_density,0.4,115,0.05859375,0.0005,0.0,0.0,0.3666190631824295,0,0.05856446044799821,10.0,170.7520213368893,1.0,9233.0,9410.0,synthetic fixed-overhead sensitivity on architecture-informed logical model; not measured backend cost
primary,n10_d75_s42,10,random_fixed_density,0.4,115,0.05859375,0.0005,0.05,461.65000000000003,0.3666190631824295,0,0.05856446044799821,471.65000000000003,8053.519086354385,1.0,9233.0,9410.0,synthetic fixed-overhead sensitivity on architecture-informed logical model; not measured backend cost
primary,n10_d75_s42,10,random_fixed_density,0.4,115,0.05859375,0.0005,0.1,923.3000000000001,0.3666190631824295,0,0.05856446044799821,933.3000000000001,15936.28615137188,1.0,9233.0,9410.0,synthetic fixed-overhead sensitivity on architecture-informed logical model; not measured backend cost
primary,n10_d75_s42,10,random_fixed_density,0.4,115,0.05859375,0.0005,0.25,2308.25,0.3666190631824295,0,0.05856446044799821,2318.25,39584.58734642436,1.0,9233.0,9410.0,synthetic fixed-overhead sensitivity on architecture-informed logical model; not measured backend cost
primary,n10_d75_s42,10,random_fixed_density,0.4,115,0.05859375,0.0005,0.5,4616.5,0.3666190631824295,1,0.22088922555756374,14036.5,63545.42628581985,0.8043885451998448,9233.0,9410.0,synthetic fixed-overhead sensitivity on architecture-informed logical model; not measured backend cost
primary,n10_d75_s42,10,random_fixed_density,0.4,115,0.05859375,0.0005,1.0,9233.0,0.3666190631824295,1,0.22088922555756374,18653.0,84445.04231891123,0.5350512107449326,9233.0,9410.0,synthetic fixed-overhead sensitivity on architecture-informed logical model; not measured backend cost
