instance_id,n,density_target,operational_level,feasible_exact_validation,rho_tau_exact_validation,threshold,n_edges,total_edge_weight,accumulator_bits,data_qubits,ancilla_qubits_model,total_logical_qubits_model,oracle_toffoli_model,oracle_cnot_model,oracle_single_qubit_model,oracle_logical_depth_model,oracle_gate_equivalent_model,diffusion_toffoli_model,diffusion_cnot_model,diffusion_single_qubit_model,diffusion_logical_depth_model,diffusion_gate_equivalent_model,prep_gate_equivalent_model,prep_logical_depth_model,iteration_logical_depth_model,iteration_gate_equivalent_model,count_model_label
n8_d25_s17,8,0.25,0.25,True,0.28125,25,7,40,6,8,9,17,192,440,1,249,1593.0,12,32,33,17,137.0,8.0,1,266,1730.0,"ripple-style logical template; architecture-informed, not compiled"
n8_d25_s17,8,0.25,0.4,True,0.1875,28,7,40,6,8,9,17,192,440,1,249,1593.0,12,32,33,17,137.0,8.0,1,266,1730.0,"ripple-style logical template; architecture-informed, not compiled"
n8_d25_s17,8,0.25,0.55,True,0.1328125,31,7,40,6,8,9,17,192,440,1,249,1593.0,12,32,33,17,137.0,8.0,1,266,1730.0,"ripple-style logical template; architecture-informed, not compiled"
n8_d25_s42,8,0.25,0.25,True,0.28125,24,7,38,6,8,9,17,192,440,1,249,1593.0,12,32,33,17,137.0,8.0,1,266,1730.0,"ripple-style logical template; architecture-informed, not compiled"
n8_d25_s42,8,0.25,0.4,True,0.21875,27,7,38,6,8,9,17,192,440,1,249,1593.0,12,32,33,17,137.0,8.0,1,266,1730.0,"ripple-style logical template; architecture-informed, not compiled"
n8_d25_s42,8,0.25,0.55,True,0.0625,30,7,38,6,8,9,17,192,440,1,249,1593.0,12,32,33,17,137.0,8.0,1,266,1730.0,"ripple-style logical template; architecture-informed, not compiled"
n8_d50_s17,8,0.5,0.25,True,0.1953125,48,14,76,7,8,10,18,420,952,1,533,3473.0,12,32,33,17,137.0,8.0,1,550,3610.0,"ripple-style logical template; architecture-informed, not compiled"
n8_d50_s17,8,0.5,0.4,True,0.0625,54,14,76,7,8,10,18,420,952,1,533,3473.0,12,32,33,17,137.0,8.0,1,550,3610.0,"ripple-style logical template; architecture-informed, not compiled"
n8_d50_s17,8,0.5,0.55,False,0.0,59,14,76,7,8,10,18,420,952,1,533,3473.0,12,32,33,17,137.0,8.0,1,550,3610.0,"ripple-style logical template; architecture-informed, not compiled"
n8_d50_s42,8,0.5,0.25,True,0.1875,49,14,77,7,8,10,18,420,952,1,533,3473.0,12,32,33,17,137.0,8.0,1,550,3610.0,"ripple-style logical template; architecture-informed, not compiled"
n8_d50_s42,8,0.5,0.4,True,0.046875,54,14,77,7,8,10,18,420,952,1,533,3473.0,12,32,33,17,137.0,8.0,1,550,3610.0,"ripple-style logical template; architecture-informed, not compiled"
n8_d50_s42,8,0.5,0.55,True,0.015625,60,14,77,7,8,10,18,420,952,1,533,3473.0,12,32,33,17,137.0,8.0,1,550,3610.0,"ripple-style logical template; architecture-informed, not compiled"
n8_d75_s17,8,0.75,0.25,True,0.21875,71,21,119,7,8,10,18,616,1400,1,785,5097.0,12,32,33,17,137.0,8.0,1,802,5234.0,"ripple-style logical template; architecture-informed, not compiled"
n8_d75_s17,8,0.75,0.4,True,0.078125,77,21,119,7,8,10,18,616,1400,1,785,5097.0,12,32,33,17,137.0,8.0,1,802,5234.0,"ripple-style logical template; architecture-informed, not compiled"
n8_d75_s17,8,0.75,0.55,True,0.015625,84,21,119,7,8,10,18,616,1400,1,785,5097.0,12,32,33,17,137.0,8.0,1,802,5234.0,"ripple-style logical template; architecture-informed, not compiled"
n8_d75_s42,8,0.75,0.25,True,0.1640625,74,21,123,7,8,10,18,616,1400,1,785,5097.0,12,32,33,17,137.0,8.0,1,802,5234.0,"ripple-style logical template; architecture-informed, not compiled"
n8_d75_s42,8,0.75,0.4,True,0.0546875,81,21,123,7,8,10,18,616,1400,1,785,5097.0,12,32,33,17,137.0,8.0,1,802,5234.0,"ripple-style logical template; architecture-informed, not compiled"
n8_d75_s42,8,0.75,0.55,True,0.0390625,88,21,123,7,8,10,18,616,1400,1,785,5097.0,12,32,33,17,137.0,8.0,1,802,5234.0,"ripple-style logical template; architecture-informed, not compiled"
n10_d25_s17,10,0.25,0.25,True,0.21484375,37,11,59,6,10,9,19,288,664,1,377,2393.0,16,40,41,21,177.0,10.0,1,398,2570.0,"ripple-style logical template; architecture-informed, not compiled"
n10_d25_s17,10,0.25,0.4,True,0.0859375,42,11,59,6,10,9,19,288,664,1,377,2393.0,16,40,41,21,177.0,10.0,1,398,2570.0,"ripple-style logical template; architecture-informed, not compiled"
n10_d25_s17,10,0.25,0.55,True,0.05078125,46,11,59,6,10,9,19,288,664,1,377,2393.0,16,40,41,21,177.0,10.0,1,398,2570.0,"ripple-style logical template; architecture-informed, not compiled"
n10_d25_s42,10,0.25,0.25,True,0.22265625,35,11,55,6,10,9,19,288,664,1,377,2393.0,16,40,41,21,177.0,10.0,1,398,2570.0,"ripple-style logical template; architecture-informed, not compiled"
n10_d25_s42,10,0.25,0.4,True,0.125,39,11,55,6,10,9,19,288,664,1,377,2393.0,16,40,41,21,177.0,10.0,1,398,2570.0,"ripple-style logical template; architecture-informed, not compiled"
n10_d25_s42,10,0.25,0.55,True,0.0390625,43,11,55,6,10,9,19,288,664,1,377,2393.0,16,40,41,21,177.0,10.0,1,398,2570.0,"ripple-style logical template; architecture-informed, not compiled"
n10_d50_s17,10,0.5,0.25,True,0.158203125,56,22,89,7,10,10,20,644,1464,1,821,5329.0,16,40,41,21,177.0,10.0,1,842,5506.0,"ripple-style logical template; architecture-informed, not compiled"
n10_d50_s17,10,0.5,0.4,True,0.02734375,63,22,89,7,10,10,20,644,1464,1,821,5329.0,16,40,41,21,177.0,10.0,1,842,5506.0,"ripple-style logical template; architecture-informed, not compiled"
n10_d50_s17,10,0.5,0.55,True,0.00390625,69,22,89,7,10,10,20,644,1464,1,821,5329.0,16,40,41,21,177.0,10.0,1,842,5506.0,"ripple-style logical template; architecture-informed, not compiled"
n10_d50_s42,10,0.5,0.25,True,0.140625,67,22,107,7,10,10,20,644,1464,1,821,5329.0,16,40,41,21,177.0,10.0,1,842,5506.0,"ripple-style logical template; architecture-informed, not compiled"
n10_d50_s42,10,0.5,0.4,True,0.046875,75,22,107,7,10,10,20,644,1464,1,821,5329.0,16,40,41,21,177.0,10.0,1,842,5506.0,"ripple-style logical template; architecture-informed, not compiled"
n10_d50_s42,10,0.5,0.55,True,0.00390625,83,22,107,7,10,10,20,644,1464,1,821,5329.0,16,40,41,21,177.0,10.0,1,842,5506.0,"ripple-style logical template; architecture-informed, not compiled"
n10_d75_s17,10,0.75,0.25,True,0.09765625,101,34,162,8,10,11,21,1120,2512,1,1393,9233.0,16,40,41,21,177.0,10.0,1,1414,9410.0,"ripple-style logical template; architecture-informed, not compiled"
n10_d75_s17,10,0.75,0.4,True,0.005859375,113,34,162,8,10,11,21,1120,2512,1,1393,9233.0,16,40,41,21,177.0,10.0,1,1414,9410.0,"ripple-style logical template; architecture-informed, not compiled"
n10_d75_s17,10,0.75,0.55,False,0.0,125,34,162,8,10,11,21,1120,2512,1,1393,9233.0,16,40,41,21,177.0,10.0,1,1414,9410.0,"ripple-style logical template; architecture-informed, not compiled"
n10_d75_s42,10,0.75,0.25,True,0.17578125,106,34,182,8,10,11,21,1120,2512,1,1393,9233.0,16,40,41,21,177.0,10.0,1,1414,9410.0,"ripple-style logical template; architecture-informed, not compiled"
n10_d75_s42,10,0.75,0.4,True,0.05859375,115,34,182,8,10,11,21,1120,2512,1,1393,9233.0,16,40,41,21,177.0,10.0,1,1414,9410.0,"ripple-style logical template; architecture-informed, not compiled"
n10_d75_s42,10,0.75,0.55,True,0.009765625,124,34,182,8,10,11,21,1120,2512,1,1393,9233.0,16,40,41,21,177.0,10.0,1,1414,9410.0,"ripple-style logical template; architecture-informed, not compiled"
n12_d25_s17,12,0.25,0.25,True,0.1884765625,55,16,87,7,12,10,22,476,1080,1,605,3937.0,20,48,49,25,217.0,12.0,1,630,4154.0,"ripple-style logical template; architecture-informed, not compiled"
n12_d25_s17,12,0.25,0.4,True,0.0732421875,61,16,87,7,12,10,22,476,1080,1,605,3937.0,20,48,49,25,217.0,12.0,1,630,4154.0,"ripple-style logical template; architecture-informed, not compiled"
n12_d25_s17,12,0.25,0.55,True,0.0224609375,68,16,87,7,12,10,22,476,1080,1,605,3937.0,20,48,49,25,217.0,12.0,1,630,4154.0,"ripple-style logical template; architecture-informed, not compiled"
n12_d25_s42,12,0.25,0.25,True,0.2119140625,41,16,65,7,12,10,22,476,1080,1,605,3937.0,20,48,49,25,217.0,12.0,1,630,4154.0,"ripple-style logical template; architecture-informed, not compiled"
n12_d25_s42,12,0.25,0.4,True,0.09521484375,46,16,65,7,12,10,22,476,1080,1,605,3937.0,20,48,49,25,217.0,12.0,1,630,4154.0,"ripple-style logical template; architecture-informed, not compiled"
n12_d25_s42,12,0.25,0.55,True,0.0341796875,51,16,65,7,12,10,22,476,1080,1,605,3937.0,20,48,49,25,217.0,12.0,1,630,4154.0,"ripple-style logical template; architecture-informed, not compiled"
n12_d50_s17,12,0.5,0.25,True,0.10009765625,100,33,160,8,12,11,23,1088,2440,1,1353,8969.0,20,48,49,25,217.0,12.0,1,1378,9186.0,"ripple-style logical template; architecture-informed, not compiled"
n12_d50_s17,12,0.5,0.4,True,0.0107421875,112,33,160,8,12,11,23,1088,2440,1,1353,8969.0,20,48,49,25,217.0,12.0,1,1378,9186.0,"ripple-style logical template; architecture-informed, not compiled"
n12_d50_s17,12,0.5,0.55,False,0.0,124,33,160,8,12,11,23,1088,2440,1,1353,8969.0,20,48,49,25,217.0,12.0,1,1378,9186.0,"ripple-style logical template; architecture-informed, not compiled"
n12_d50_s42,12,0.5,0.25,True,0.0859375,98,33,156,8,12,11,23,1088,2440,1,1353,8969.0,20,48,49,25,217.0,12.0,1,1378,9186.0,"ripple-style logical template; architecture-informed, not compiled"
n12_d50_s42,12,0.5,0.4,True,0.015625,110,33,156,8,12,11,23,1088,2440,1,1353,8969.0,20,48,49,25,217.0,12.0,1,1378,9186.0,"ripple-style logical template; architecture-informed, not compiled"
n12_d50_s42,12,0.5,0.55,True,0.00244140625,121,33,156,8,12,11,23,1088,2440,1,1353,8969.0,20,48,49,25,217.0,12.0,1,1378,9186.0,"ripple-style logical template; architecture-informed, not compiled"
n12_d75_s17,12,0.75,0.25,True,0.13916015625,139,50,241,8,12,11,23,1632,3664,1,2033,13457.0,20,48,49,25,217.0,12.0,1,2058,13674.0,"ripple-style logical template; architecture-informed, not compiled"
n12_d75_s17,12,0.75,0.4,True,0.0322265625,150,50,241,8,12,11,23,1632,3664,1,2033,13457.0,20,48,49,25,217.0,12.0,1,2058,13674.0,"ripple-style logical template; architecture-informed, not compiled"
n12_d75_s17,12,0.75,0.55,True,0.001953125,161,50,241,8,12,11,23,1632,3664,1,2033,13457.0,20,48,49,25,217.0,12.0,1,2058,13674.0,"ripple-style logical template; architecture-informed, not compiled"
n12_d75_s42,12,0.75,0.25,True,0.08935546875,148,50,249,8,12,11,23,1632,3664,1,2033,13457.0,20,48,49,25,217.0,12.0,1,2058,13674.0,"ripple-style logical template; architecture-informed, not compiled"
n12_d75_s42,12,0.75,0.4,True,0.01318359375,161,50,249,8,12,11,23,1632,3664,1,2033,13457.0,20,48,49,25,217.0,12.0,1,2058,13674.0,"ripple-style logical template; architecture-informed, not compiled"
n12_d75_s42,12,0.75,0.55,True,0.00048828125,175,50,249,8,12,11,23,1632,3664,1,2033,13457.0,20,48,49,25,217.0,12.0,1,2058,13674.0,"ripple-style logical template; architecture-informed, not compiled"
