instance_id,n,density_target,seed,target_ratio,threshold,marked_count,rho_tau,eps_model,oracle_cost_norm,diffusion_cost_norm,prep_cost_norm,k_star_resource_eff,p_target_eff,expected_repetitions,score,normalized_cost,normalized_resource_per_target_hit,depth_model,eta_res
n12_d50_s17,12,0.5,17,1.0,119,2,0.00048828125,0.002,1.0,1.0,1.0,12,0.1262486328887283,7.920877851258552,0.005049945315549132,25.0,198.02194628146378,390.0,0.091059592714457
n12_d50_s17,12,0.5,17,1.0,119,2,0.00048828125,0.002,2.0,1.0,1.0,12,0.1262486328887283,7.920877851258552,0.0034121252132088735,37.0,293.0724804965664,390.0,0.13476819721739636
n12_d50_s17,12,0.5,17,1.0,119,2,0.00048828125,0.002,4.0,1.0,1.0,12,0.1262486328887283,7.920877851258552,0.0020696497194873493,61.0,483.1735489267716,390.0,0.22218540622327507
n12_d50_s17,12,0.5,17,1.0,119,2,0.00048828125,0.002,8.0,1.0,1.0,12,0.1262486328887283,7.920877851258552,0.0011582443384287,109.0,863.3756857871821,390.0,0.3970198242350325
n12_d50_s42,12,0.5,42,0.9,116,24,0.005859375,0.0,1.0,1.0,1.0,7,0.8326325428624705,1.201009987625687,0.055508836190831363,15.0,18.015149814385307,240.0,0.1055575184436639
n12_d50_s42,12,0.5,42,0.9,116,24,0.005859375,0.0,2.0,1.0,1.0,7,0.8326325428624705,1.201009987625687,0.03784693376647593,22.0,26.422219727765114,240.0,0.1548176937173737
n12_d50_s42,12,0.5,42,0.9,116,24,0.005859375,0.0,4.0,1.0,1.0,7,0.8326325428624705,1.201009987625687,0.023128681746179734,36.0,43.23635955452473,240.0,0.25333804426479334
n12_d50_s42,12,0.5,42,0.9,116,24,0.005859375,0.0,8.0,1.0,1.0,7,0.8326325428624705,1.201009987625687,0.013009883482226101,64.0,76.86463920804397,240.0,0.45037874535963257
n12_d50_s42,12,0.5,42,0.9,116,24,0.005859375,0.0005,1.0,1.0,1.0,7,0.7384788185404997,1.354134979763347,0.04923192123603331,15.0,20.312024696450205,240.0,0.11724385573819551
n12_d50_s42,12,0.5,42,0.9,116,24,0.005859375,0.0005,2.0,1.0,1.0,7,0.7384788185404997,1.354134979763347,0.03356721902456817,22.0,29.790969554793637,240.0,0.17195765508268676
n12_d50_s42,12,0.5,42,0.9,116,24,0.005859375,0.0005,4.0,1.0,1.0,7,0.7384788185404997,1.354134979763347,0.02051330051501388,36.0,48.7488592714805,240.0,0.2813852537716693
n12_d50_s42,12,0.5,42,0.9,116,24,0.005859375,0.0005,8.0,1.0,1.0,7,0.7384788185404997,1.354134979763347,0.011538731539695308,64.0,86.66463870485421,240.0,0.5002404511496342
n12_d50_s42,12,0.5,42,0.9,116,24,0.005859375,0.001,1.0,1.0,1.0,6,0.5710583961539062,1.7511343966484465,0.04392756893491586,13.0,22.764747156429802,210.0,0.12944500312686563
n12_d50_s42,12,0.5,42,0.9,116,24,0.005859375,0.001,2.0,1.0,1.0,6,0.5710583961539062,1.7511343966484465,0.030055705060731904,19.0,33.27155353632048,210.0,0.18918885072388053
n12_d50_s42,12,0.5,42,0.9,116,24,0.005859375,0.001,4.0,1.0,1.0,6,0.5710583961539062,1.7511343966484465,0.018421238585609876,31.0,54.28516629610184,210.0,0.3086765459179104
n12_d50_s42,12,0.5,42,0.9,116,24,0.005859375,0.001,8.0,1.0,1.0,6,0.5710583961539062,1.7511343966484465,0.010382879930071021,55.0,96.31239181566455,210.0,0.54765193630597
n12_d50_s42,12,0.5,42,0.9,116,24,0.005859375,0.002,1.0,1.0,1.0,6,0.46289093945135845,2.1603360851807776,0.03560699534241219,13.0,28.084369107350106,210.0,0.15497380531284052
n12_d50_s42,12,0.5,42,0.9,116,24,0.005859375,0.002,2.0,1.0,1.0,6,0.46289093945135845,2.1603360851807776,0.024362681023755706,19.0,41.04638561843477,210.0,0.22650017699569
n12_d50_s42,12,0.5,42,0.9,116,24,0.005859375,0.002,4.0,1.0,1.0,5,0.3888234859944007,2.571861104126824,0.014954749461323105,26.0,66.86838870729741,180.0,0.3689899037253409
n12_d50_s42,12,0.5,42,0.9,116,24,0.005859375,0.002,8.0,1.0,1.0,5,0.3888234859944007,2.571861104126824,0.008452684478139145,46.0,118.30561078983389,180.0,0.6528282912063724
n12_d50_s42,12,0.5,42,0.95,122,8,0.001953125,0.0,1.0,1.0,1.0,13,0.8643653530373577,1.156918190306941,0.03201353159397621,27.0,31.236791138287405,420.0,0.0610093576919676
n12_d50_s42,12,0.5,42,0.95,122,8,0.001953125,0.0,2.0,1.0,1.0,13,0.8643653530373577,1.156918190306941,0.021609133825933942,40.0,46.27672761227764,420.0,0.09038423361772978
n12_d50_s42,12,0.5,42,0.95,122,8,0.001953125,0.0,4.0,1.0,1.0,13,0.8643653530373577,1.156918190306941,0.013096444742990269,66.0,76.3566005602581,420.0,0.14913398546925413
n12_d50_s42,12,0.5,42,0.95,122,8,0.001953125,0.0,8.0,1.0,1.0,12,0.7984502366243993,1.252426205329578,0.007325231528664214,109.0,136.514456380924,390.0,0.26662979761899225
n12_d50_s42,12,0.5,42,0.95,122,8,0.001953125,0.0005,1.0,1.0,1.0,12,0.6569925274275846,1.5220873271046793,0.026279701097103383,25.0,38.05218317761698,390.0,0.07321417964108068
n12_d50_s42,12,0.5,42,0.95,122,8,0.001953125,0.0005,2.0,1.0,1.0,11,0.6040897739637688,1.6553830955264217,0.017767346293052023,34.0,56.28302524789834,360.0,0.10829117220446347
n12_d50_s42,12,0.5,42,0.95,122,8,0.001953125,0.0005,4.0,1.0,1.0,11,0.6040897739637688,1.6553830955264217,0.010787317392210158,56.0,92.7014533494796,360.0,0.17836193068970452
n12_d50_s42,12,0.5,42,0.95,122,8,0.001953125,0.0005,8.0,1.0,1.0,11,0.6040897739637688,1.6553830955264217,0.006040897739637689,100.0,165.53830955264218,360.0,0.3185034476601867
n12_d50_s42,12,0.5,42,0.95,122,8,0.001953125,0.001,1.0,1.0,1.0,10,0.46085964950583996,2.169858005733974,0.02194569759551619,21.0,45.56701812041345,330.0,0.08636779142984215
n12_d50_s42,12,0.5,42,0.95,122,8,0.001953125,0.001,2.0,1.0,1.0,10,0.46085964950583996,2.169858005733974,0.014866440306639998,31.0,67.26559817775319,330.0,0.1274953111583384
n12_d50_s42,12,0.5,42,0.95,122,8,0.001953125,0.001,4.0,1.0,1.0,10,0.46085964950583996,2.169858005733974,0.009036463715800783,51.0,110.66275829243266,330.0,0.2097503506153309
