instance_id,n,target_ratio,threshold,marked_count,rho_tau,eps_model,oracle_cost_norm,k_star,p_target_eff,normalized_cost,normalized_resource_per_target_hit,eta_res
n8_d25_s17,8,0.9,36,8,0.03125,0.001,2.8284271247461903,3,0.7955113440705887,12.485281374238571,15.694661637824119,0.4759629464681729
n8_d25_s17,8,0.9,36,8,0.03125,0.001,3.5125043207466,2,0.5505746484390368,10.0250086414932,18.20826416529644,0.5521915197776028
n8_d25_s17,8,0.9,36,8,0.03125,0.001,4.362030930661032,2,0.5505746484390368,11.724061861322063,21.294227575791165,0.6457777512903755
n8_d25_s17,8,0.9,36,8,0.03125,0.001,5.41702218774757,2,0.5505746484390368,13.83404437549514,25.12655534488696,0.7619985439970296
n8_d25_s17,8,0.9,36,8,0.03125,0.001,6.727171322029715,2,0.5505746484390368,16.45434264405943,29.88576152336473,0.9063282433451615
n8_d25_s17,8,0.9,36,8,0.03125,0.001,8.35419025941931,0,0.030326422923390887,1.0,32.974545086512535,1.0
n8_d25_s17,8,0.9,36,8,0.03125,0.001,10.374716437208077,0,0.030326422923390887,1.0,32.974545086512535,1.0
n8_d25_s17,8,0.9,36,8,0.03125,0.001,12.883922655594034,0,0.030326422923390887,1.0,32.974545086512535,1.0
n8_d25_s17,8,0.9,36,8,0.03125,0.001,16.0,0,0.030326422923390887,1.0,32.974545086512535,1.0
n8_d25_s17,8,0.9,36,8,0.03125,0.00125,0.5,3,0.7720004307404733,5.5,7.12434835654769,0.21444164271641397
n8_d25_s17,8,0.9,36,8,0.03125,0.00125,0.620928906036742,3,0.7720004307404733,5.862786718110226,7.594279076356039,0.2285864754050055
n8_d25_s17,8,0.9,36,8,0.03125,0.00125,0.7711054127039704,3,0.7720004307404733,6.313316238111911,8.177866211883353,0.24615234637980532
